common,strat_id,psu_id,YEAR,ST,MODE_FX,AREA_X,ID_CODE,SUB_REG,WAVE,MONTH,kod,SP_CODE,CLAIM,RELEASE,HARVEST,CLAIM_UNADJ,HARVEST_UNADJ,RELEASE_UNADJ,tot_len_a,wgt_a,tot_len_b1,wgt_b1,tot_cat,wgt_ab1,tot_len,landing,var_id,arx_method,alt_flag,fl_reg,wp_catch_precal,wp_int,wp_catch,date_published
,201316128302we,1549120130202351351,2013,12,3,1,1549120130202001,6,1,02,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302we,,0,8,342.31946012,5445.7592615,5445.7592615,05/04/2021
,201316128301wd,1511220130130127295,2013,12,3,1,1511220130130004,6,1,01,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301wd,,0,8,3049.695387,45496.963557,45496.963557,05/04/2021
,201316128302we,1549120130202351351,2013,12,3,1,1549120130202004,6,1,02,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302we,,0,8,342.31946012,5848.2151139,5848.2151139,05/04/2021
,201316128302we,155582013021725170,2013,12,3,1,1555820130217006,6,1,02,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302we,,0,8,1113.1986339,5574.0621814,5574.0621814,05/04/2021
,201316128302wd,15508201302209299,2013,12,3,1,1550820130220025,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,1676.2991498,15551.708499,15551.708499,05/04/2021
,201316128301we,15156201301213143,2013,12,3,1,1515620130121009,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,574.15245677,9243.3432429,9243.3432429,05/04/2021
,201316128301we,1543720130120991448,2013,12,3,1,1543720130120002,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,529.44607741,3088.958662,3088.958662,05/04/2021
,201316128301we,15508201301206174,2013,12,3,1,1550820130120014,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,787.82812507,7751.5913285,7751.5913285,05/04/2021
,201316128301we,15508201301206174,2013,12,3,1,1550820130120003,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,787.82812507,7196.3330054,7196.3330054,05/04/2021
,201316128302we,15112201302031271819,2013,12,3,1,1511220130203013,6,1,02,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302we,,0,8,645.64951657,10290.397296,10290.397296,05/04/2021
,201316128301we,151122013012735163,2013,12,3,1,1511220130127006,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,1135.2149321,17459.943208,17459.943208,05/04/2021
,201316128301we,151122013012735163,2013,12,3,1,1511220130127011,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,1135.2149321,16125.301313,16125.301313,05/04/2021
,201316128301wd,151122013011135163,2013,12,3,1,1511220130111011,6,1,01,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301wd,,0,8,248.98239464,4188.5984492,4188.5984492,05/04/2021
,201316128301we,154372013011399300,2013,12,3,1,1543720130113001,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,1319.8851,6453.9508579,6453.9508579,05/04/2021
,201316128302we,15112201302031271819,2013,12,3,1,1511220130203005,6,1,02,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302we,,0,8,645.64951657,10290.397296,10290.397296,05/04/2021
,201316128301wd,15112201301301271631,2013,12,3,1,1511220130130015,6,1,01,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301wd,,0,8,3026.304386,45154.409017,45154.409017,05/04/2021
,201316128302wd,15508201302209299,2013,12,3,1,1550820130220028,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,1676.2991498,14370.259112,14370.259112,05/04/2021
,201316128302wd,15508201302069137,2013,12,3,1,1550820130206030,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,308.48184529,3543.2862251,3543.2862251,05/04/2021
,201316128301we,1543720130120991448,2013,12,3,1,1543720130120015,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,529.44607741,3088.958662,3088.958662,05/04/2021
,201316128301we,151122013012735163,2013,12,3,1,1511220130127013,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,1135.2149321,17459.943208,17459.943208,05/04/2021
,201316128302wd,15508201302209299,2013,12,3,1,1550820130220008,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,1676.2991498,15551.708499,15551.708499,05/04/2021
,201316128302wd,15508201302209299,2013,12,3,1,1550820130220014,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,1676.2991498,14370.259112,14370.259112,05/04/2021
,201316128301wd,151122013011135163,2013,12,3,1,1511220130111016,6,1,01,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301wd,,0,8,248.98239464,4481.320405,4481.320405,05/04/2021
,201316128302wd,15508201302069137,2013,12,3,1,1550820130206025,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,308.48184529,3543.2862251,3543.2862251,05/04/2021
,201316128302wd,15508201302069137,2013,12,3,1,1550820130206028,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,308.48184529,3543.2862251,3543.2862251,05/04/2021
,201316128301we,15508201301206174,2013,12,3,1,1550820130120022,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,787.82812507,7751.5913285,7751.5913285,05/04/2021
,201316128301we,155582013012011109,2013,12,3,1,1555820130120006,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,998.37042596,5085.2249498,5085.2249498,05/04/2021
,201316128302wd,1554220130201111929,2013,12,3,1,1554220130201003,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,880.94901426,8569.1237257,8569.1237257,05/04/2021
,201316128301we,1543720130120991448,2013,12,3,1,1543720130120023,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,529.44607741,3088.958662,3088.958662,05/04/2021
,201316128302we,15112201302031271819,2013,12,3,1,1511220130203015,6,1,02,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302we,,0,8,645.64951657,10290.397296,10290.397296,05/04/2021
,201316128302wd,1511220130205127142,2013,12,3,1,1511220130205004,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,231.13661301,3948.232875,3948.232875,05/04/2021
,201316128301we,155582013012011109,2013,12,3,1,1555820130120015,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,998.37042596,5085.2249498,5085.2249498,05/04/2021
,201316128302wd,155422013020885341,2013,12,3,1,1554220130208011,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,1042.1917069,9984.7150733,9984.7150733,05/04/2021
,201316128301we,1543720130120991448,2013,12,3,1,1543720130120025,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,529.44607741,3088.958662,3088.958662,05/04/2021
,201316128301wd,15558201301229985,2013,12,3,1,1555820130122006,6,1,01,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301wd,,0,8,1210.4946473,5574.5639542,5574.5639542,05/04/2021
,201316128302wd,15437201302259985,2013,12,3,1,1543720130225004,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,813.74815217,4021.1594494,4021.1594494,05/04/2021
,201316128301wd,1511220130130127295,2013,12,3,1,1511220130130003,6,1,01,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301wd,,0,8,3049.695387,45496.963557,45496.963557,05/04/2021
,201316128302wd,15437201302259985,2013,12,3,1,1543720130225001,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,813.74815217,4299.2661437,4299.2661437,05/04/2021
,201316128302wd,1511220130205127142,2013,12,3,1,1511220130205005,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,231.13661301,4219.9740216,4219.9740216,05/04/2021
,201316128301we,15156201301213143,2013,12,3,1,1515620130121002,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,574.15245677,8568.3275243,8568.3275243,05/04/2021
,201316128302wd,15558201302129985,2013,12,3,1,1555820130212002,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,1549.9964803,6903.8351217,6903.8351217,05/04/2021
,201316128301wd,151122013011135163,2013,12,3,1,1511220130111010,6,1,01,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301wd,,0,8,248.98239464,4188.5984492,4188.5984492,05/04/2021
,201316128302wd,1511220130205127142,2013,12,3,1,1511220130205003,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,231.13661301,3948.232875,3948.232875,05/04/2021
,201316128301wd,1554220130130991448,2013,12,3,1,1554220130130005,6,1,01,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301wd,,0,8,366.46247062,2395.1182149,2395.1182149,05/04/2021
,201316128301wd,1511220130130127295,2013,12,3,1,1511220130130006,6,1,01,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301wd,,0,8,3049.695387,45496.963557,45496.963557,05/04/2021
,201316128302wd,15558201302129985,2013,12,3,1,1555820130212011,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,1549.9964803,7433.5621585,7433.5621585,05/04/2021
,201316128302wd,15558201302129985,2013,12,3,1,1555820130212006,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,1549.9964803,7433.5621585,7433.5621585,05/04/2021
,201316128301we,15156201301213143,2013,12,3,1,1515620130121003,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,574.15245677,8568.3275243,8568.3275243,05/04/2021
,201316128301we,151122013012735163,2013,12,3,1,1511220130127008,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,1135.2149321,17459.943208,17459.943208,05/04/2021
,201316128301we,15508201301206174,2013,12,3,1,1550820130120028,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,787.82812507,7751.5913285,7751.5913285,05/04/2021
,201316128301wd,1511220130130127295,2013,12,3,1,1511220130130013,6,1,01,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301wd,,0,8,3049.695387,45496.963557,45496.963557,05/04/2021
,201316128302we,1544720130210117,2013,12,3,1,1544720130210007,6,1,02,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302we,,0,8,556.86457762,3205.682453,3205.682453,05/04/2021
,201316128302we,1549120130202351351,2013,12,3,1,1549120130202002,6,1,02,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302we,,0,8,342.31946012,5848.2151139,5848.2151139,05/04/2021
,201316128302we,1544720130210117,2013,12,3,1,1544720130210002,6,1,02,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302we,,0,8,556.86457762,3205.682453,3205.682453,05/04/2021
,201316128302wd,15508201302209299,2013,12,3,1,1550820130220026,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,1676.2991498,15551.708499,15551.708499,05/04/2021
,201316128301wd,1554220130130991448,2013,12,3,1,1554220130130001,6,1,01,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301wd,,0,8,366.46247062,2395.1182149,2395.1182149,05/04/2021
,201316128301wd,151122013011135163,2013,12,3,1,1511220130111020,6,1,01,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301wd,,0,8,248.98239464,4481.320405,4481.320405,05/04/2021
,201316128302we,15112201302031271819,2013,12,3,1,1511220130203006,6,1,02,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302we,,0,8,645.64951657,10290.397296,10290.397296,05/04/2021
,201316128301we,1543720130120991448,2013,12,3,1,1543720130120003,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,529.44607741,3088.958662,3088.958662,05/04/2021
,201316128301wd,151122013011135163,2013,12,3,1,1511220130111008,6,1,01,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301wd,,0,8,248.98239464,4188.5984492,4188.5984492,05/04/2021
,201316128301we,15508201301206174,2013,12,3,1,1550820130120030,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,787.82812507,7196.3330054,7196.3330054,05/04/2021
,201316128302wd,15508201302069137,2013,12,3,1,1550820130206003,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,308.48184529,3543.2862251,3543.2862251,05/04/2021
,201316128301we,1543720130120991448,2013,12,3,1,1543720130120008,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,529.44607741,3088.958662,3088.958662,05/04/2021
,201316128301we,154372013011399300,2013,12,3,1,1543720130113002,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,1319.8851,6453.9508579,6453.9508579,05/04/2021
,201316128302wd,15508201302069137,2013,12,3,1,1550820130206007,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,308.48184529,3543.2862251,3543.2862251,05/04/2021
,201316128301we,15508201301206174,2013,12,3,1,1550820130120004,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,787.82812507,7751.5913285,7751.5913285,05/04/2021
,201316128301we,151122013012735163,2013,12,3,1,1511220130127012,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,1135.2149321,16125.301313,16125.301313,05/04/2021
,201316128302wd,15508201302069137,2013,12,3,1,1550820130206016,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,308.48184529,3325.8693715,3325.8693715,05/04/2021
,201316128302we,15112201302031271819,2013,12,3,1,1511220130203003,6,1,02,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302we,,0,8,645.64951657,10290.397296,10290.397296,05/04/2021
,201316128301wd,151122013011135163,2013,12,3,1,1511220130111025,6,1,01,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301wd,,0,8,248.98239464,4188.5984492,4188.5984492,05/04/2021
,201316128301we,15508201301206174,2013,12,3,1,1550820130120021,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,787.82812507,7751.5913285,7751.5913285,05/04/2021
,201316128301we,1543720130120991448,2013,12,3,1,1543720130120010,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,529.44607741,3088.958662,3088.958662,05/04/2021
,201316128302wd,15508201302069137,2013,12,3,1,1550820130206029,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,308.48184529,3543.2862251,3543.2862251,05/04/2021
,201316128301we,1543720130120991448,2013,12,3,1,1543720130120001,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,529.44607741,3088.958662,3088.958662,05/04/2021
,201316128301we,1543720130120991448,2013,12,3,1,1543720130120017,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,529.44607741,3088.958662,3088.958662,05/04/2021
,201316128302wd,15508201302069137,2013,12,3,1,1550820130206022,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,308.48184529,3325.8693715,3325.8693715,05/04/2021
,201316128301we,1543720130120991448,2013,12,3,1,1543720130120013,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,529.44607741,3088.958662,3088.958662,05/04/2021
,201316128302wd,15508201302209299,2013,12,3,1,1550820130220002,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,1676.2991498,14370.259112,14370.259112,05/04/2021
,201316128302wd,15508201302069137,2013,12,3,1,1550820130206021,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,308.48184529,3325.8693715,3325.8693715,05/04/2021
,201316128302wd,15508201302209299,2013,12,3,1,1550820130220015,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,1676.2991498,14370.259112,14370.259112,05/04/2021
,201316128301we,1543720130120991448,2013,12,3,1,1543720130120016,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,529.44607741,3088.958662,3088.958662,05/04/2021
,201316128301we,151122013012735163,2013,12,3,1,1511220130127017,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,1135.2149321,17459.943208,17459.943208,05/04/2021
,201316128301wd,1511220130130127295,2013,12,3,1,1511220130130011,6,1,01,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301wd,,0,8,3049.695387,45496.963557,45496.963557,05/04/2021
,201316128302wd,15508201302069137,2013,12,3,1,1550820130206004,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,308.48184529,3543.2862251,3543.2862251,05/04/2021
,201316128301we,1543720130120991448,2013,12,3,1,1543720130120012,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,529.44607741,3088.958662,3088.958662,05/04/2021
,201316128301wd,151122013011135163,2013,12,3,1,1511220130111015,6,1,01,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301wd,,0,8,248.98239464,4481.320405,4481.320405,05/04/2021
,201316128302wd,15508201302069137,2013,12,3,1,1550820130206024,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,308.48184529,3543.2862251,3543.2862251,05/04/2021
,201316128301we,15156201301213143,2013,12,3,1,1515620130121010,6,1,01,we,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301we,,0,8,574.15245677,9243.3432429,9243.3432429,05/04/2021
,201316128302wd,15508201302209299,2013,12,3,1,1550820130220029,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,1676.2991498,15551.708499,15551.708499,05/04/2021
,201316128302wd,1554220130201111929,2013,12,3,1,1554220130201008,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,880.94901426,8569.1237257,8569.1237257,05/04/2021
,201316128302wd,15437201302259985,2013,12,3,1,1543720130225006,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,813.74815217,4299.2661437,4299.2661437,05/04/2021
,201316128302wd,15437201302259985,2013,12,3,1,1543720130225011,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,813.74815217,4299.2661437,4299.2661437,05/04/2021
,201316128302wd,15558201302129985,2013,12,3,1,1555820130212005,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,1549.9964803,7433.5621585,7433.5621585,05/04/2021
,201316128302wd,1554220130201111929,2013,12,3,1,1554220130201001,6,1,02,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128302wd,,0,8,880.94901426,8569.1237257,8569.1237257,05/04/2021
,201316128301wd,1554220130130991448,2013,12,3,1,1554220130130007,6,1,01,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301wd,,0,8,366.46247062,2269.8759442,2269.8759442,05/04/2021
,201316128301wd,1554220130130991448,2013,12,3,1,1554220130130006,6,1,01,wd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201316128301wd,,0,8,366.46247062,2269.8759442,2269.8759442,05/04/2021
