common,strat_id,psu_id,YEAR,ST,ID_CODE,WAVE,SUB_REG,MODE_FX,AREA_X,kod,sp_code,CLAIM,RELEASE,HARVEST,CLAIM_UNADJ,HARVEST_UNADJ,RELEASE_UNADJ,tot_len_a,wgt_a,tot_len_b1,wgt_b1,imp_rec,region,month,wp_int,fl_reg,wp_catch,tot_cat,wgt_ab1,tot_len,landing,var_id,arx_method,alt_flag,date_published
BLACK SEA BASS,202211915wdS:8AM-8PM,202269151796720221103,2022,9,1796720221103003,6,4,5,5,wd,8835020301,0,1,0,0,0,1,0,0,0,0,,1,11,11.210138198,8,11.210138198,1,0,0,0,202211915wdS:8AM-8PM,,0,04/26/2023
SCUP,202211915wdS:8AM-8PM,202269151796720221103,2022,9,1796720221103003,6,4,5,5,wd,8835430101,0,1,2,0,2,1,0,0,643,1.4360053867,,1,11,11.210138198,8,11.210138198,3,1.4360053867,643,2,202211915wdS:8AM-8PM,,0,04/26/2023
TAUTOG,202211915wdS:8AM-8PM,202269151796720221103,2022,9,1796720221103003,6,4,5,5,wd,8839010101,0,1,1,0,1,1,0,0,476,1.9609295112,,1,11,11.210138198,8,11.210138198,2,1.9609295112,476,1,202211915wdS:8AM-8PM,,0,04/26/2023
STRIPED BASS,202211915wdS:8AM-8PM,202269151796720221103,2022,9,1796720221103004,6,4,5,5,wd,8835020102,0,0,1,0,1,0,0,0,734,4.3,,1,11,11.210138198,8,11.210138198,1,4.3,734,1,202211915wdS:8AM-8PM,,0,04/26/2023
BLACK SEA BASS,202211915wdS:8AM-8PM,202269151796720221103,2022,9,1796720221103004,6,4,5,5,wd,8835020301,0,1,0,0,0,1,0,0,0,0,,1,11,11.210138198,8,11.210138198,1,0,0,0,202211915wdS:8AM-8PM,,0,04/26/2023
SCUP,202211915wdS:8AM-8PM,202269151796720221103,2022,9,1796720221103004,6,4,5,5,wd,8835430101,0,1,2,0,2,1,0,0,510,0.7701616068,,1,11,11.210138198,8,11.210138198,3,0.7701616068,510,2,202211915wdS:8AM-8PM,,0,04/26/2023
TAUTOG,202211915wdS:8AM-8PM,202269151796720221103,2022,9,1796720221103004,6,4,5,5,wd,8839010101,0,1,1,0,1,1,0,0,424,1.410284078,,1,11,11.210138198,8,11.210138198,2,1.410284078,424,1,202211915wdS:8AM-8PM,,0,04/26/2023
STRIPED BASS,202211915wdS:8AM-8PM,202269151796720221103,2022,9,1796720221103005,6,4,5,5,wd,8835020102,0,0,1,0,1,0,0,0,754,5.5,,1,11,11.210138198,8,11.210138198,1,5.5,754,1,202211915wdS:8AM-8PM,,0,04/26/2023
BLACK SEA BASS,202211915wdS:8AM-8PM,202269151796720221103,2022,9,1796720221103005,6,4,5,5,wd,8835020301,0,1,0,0,0,1,0,0,0,0,,1,11,11.210138198,8,11.210138198,1,0,0,0,202211915wdS:8AM-8PM,,0,04/26/2023
SCUP,202211915wdS:8AM-8PM,202269151796720221103,2022,9,1796720221103005,6,4,5,5,wd,8835430101,0,1,1,0,1,1,0,0,216,0.2351796443,,1,11,11.210138198,8,11.210138198,2,0.2351796443,216,1,202211915wdS:8AM-8PM,,0,04/26/2023
TAUTOG,202211915wdS:8AM-8PM,202269151796720221103,2022,9,1796720221103005,6,4,5,5,wd,8839010101,0,1,1,0,1,1,0,0,414,1.3175631293,,1,11,11.210138198,8,11.210138198,2,1.3175631293,414,1,202211915wdS:8AM-8PM,,0,04/26/2023
BLACK SEA BASS,202211915wdS:8AM-8PM,202269151796720221103,2022,9,1796720221103006,6,4,5,5,wd,8835020301,0,1,0,0,0,1,0,0,0,0,,1,11,11.210138198,8,11.210138198,1,0,0,0,202211915wdS:8AM-8PM,,0,04/26/2023
SCUP,202211915wdS:8AM-8PM,202269151796720221103,2022,9,1796720221103006,6,4,5,5,wd,8835430101,0,1,1,0,1,1,0,0,251,0.3802594457,,1,11,11.210138198,8,11.210138198,2,0.3802594457,251,1,202211915wdS:8AM-8PM,,0,04/26/2023
TAUTOG,202211915wdS:8AM-8PM,202269151796720221103,2022,9,1796720221103006,6,4,5,5,wd,8839010101,0,1,1,0,1,1,0,0,458,1.7569498185,,1,11,11.210138198,8,11.210138198,2,1.7569498185,458,1,202211915wdS:8AM-8PM,,0,04/26/2023
BLACK SEA BASS,202211915wdS:8AM-8PM,202269151796720221103,2022,9,1796720221103007,6,4,5,5,wd,8835020301,0,1,1,0,1,1,0,0,425,0.8,,1,11,11.210138198,8,11.210138198,2,0.8,425,1,202211915wdS:8AM-8PM,,0,04/26/2023
SCUP,202211915wdS:8AM-8PM,202269151796720221103,2022,9,1796720221103007,6,4,5,5,wd,8835430101,0,1,1,0,1,1,0,0,264,0.5,,1,11,11.210138198,8,11.210138198,2,0.5,264,1,202211915wdS:8AM-8PM,,0,04/26/2023
TAUTOG,202211915wdS:8AM-8PM,202269151796720221103,2022,9,1796720221103007,6,4,5,5,wd,8839010101,0,1,0,0,0,1,0,0,0,0,,1,11,11.210138198,8,11.210138198,1,0,0,0,202211915wdS:8AM-8PM,,0,04/26/2023
BLACK SEA BASS,202211915wdS:8AM-8PM,202269151796720221103,2022,9,1796720221103008,6,4,5,5,wd,8835020301,0,0,1,0,1,0,0,0,499,1.1,,1,11,11.210138198,8,11.210138198,1,1.1,499,1,202211915wdS:8AM-8PM,,0,04/26/2023
SCUP,202211915wdS:8AM-8PM,202269151796720221103,2022,9,1796720221103008,6,4,5,5,wd,8835430101,0,1,1,0,1,1,0,0,275,0.55,,1,11,11.210138198,8,11.210138198,2,0.55,275,1,202211915wdS:8AM-8PM,,0,04/26/2023
TAUTOG,202211915wdS:8AM-8PM,202269151796720221103,2022,9,1796720221103008,6,4,5,5,wd,8839010101,0,1,0,0,0,1,0,0,0,0,,1,11,11.210138198,8,11.210138198,1,0,0,0,202211915wdS:8AM-8PM,,0,04/26/2023
TAUTOG,202211917weS:8AM-8PM,202269171796320221118,2022,9,1796320221118001,6,4,7,1,we,8839010101,0,17,3,0,3,17,0,0,1266,4.2,,1,11,232.68156778,8,232.68156778,20,4.2,1266,3,202211917weS:8AM-8PM,,0,04/26/2023
TAUTOG,202211917weS:8AM-8PM,202269171796320221118,2022,9,1796320221118002,6,4,7,1,we,8839010101,0,18,3,0,3,18,0,0,1247,3.65,,1,11,232.68156778,8,232.68156778,21,3.65,1247,3,202211917weS:8AM-8PM,,0,04/26/2023
BLACK SEA BASS,202211917wdS:8AM-8PM,202269171796720221108,2022,9,1796720221108001,6,4,7,1,wd,8835020301,1,2,0,1,0,2,450,1.1,0,0,,1,11,425.30602166,8,425.30602166,3,1.1,450,1,202211917wdS:8AM-8PM,,0,04/26/2023
SCUP,202211917wdS:8AM-8PM,202269171796720221108,2022,9,1796720221108001,6,4,7,1,wd,8835430101,7,0,0,7,0,0,1770,2.9,0,0,,1,11,425.30602166,8,425.30602166,7,2.9,1770,7,202211917wdS:8AM-8PM,,0,04/26/2023
TAUTOG,202211917wdS:8AM-8PM,202269171796720221108,2022,9,1796720221108001,6,4,7,1,wd,8839010101,2,5,0,2,0,5,779,2.2,0,0,,1,11,425.30602166,8,425.30602166,7,2.2,779,2,202211917wdS:8AM-8PM,,0,04/26/2023
BLACK SEA BASS,202211917wdS:8AM-8PM,202269171796720221108,2022,9,1796720221108002,6,4,7,1,wd,8835020301,0,2,0,0,0,2,0,0,0,0,,1,11,425.30602166,8,425.30602166,2,0,0,0,202211917wdS:8AM-8PM,,0,04/26/2023
TAUTOG,202211917wdS:8AM-8PM,202269171796720221108,2022,9,1796720221108002,6,4,7,1,wd,8839010101,0,5,0,0,0,5,0,0,0,0,,1,11,425.30602166,8,425.30602166,5,0,0,0,202211917wdS:8AM-8PM,,0,04/26/2023
,202211917wdS:8AM-8PM,202269171764520221103,2022,9,1764520221103001,6,4,7,5,wd,,0,0,0,0,0,0,0,0,0,0,,1,11,436.47453251,8,436.47453251,0,0,0,0,202211917wdS:8AM-8PM,,0,04/26/2023
DOGFISH SHARK,202211917wdS:8AM-8PM,202269171764520221103,2022,9,1764520221103002,6,4,7,5,wd,8710010000,0,3,0,0,0,3,0,0,0,0,,1,11,436.47453251,8,436.47453251,3,0,0,0,202211917wdS:8AM-8PM,,0,04/26/2023
SEAROBIN GENUS,202211917wdS:8AM-8PM,202269171764520221103,2022,9,1764520221103002,6,4,7,5,wd,8826020100,0,3,0,0,0,3,0,0,0,0,,1,11,436.47453251,8,436.47453251,3,0,0,0,202211917wdS:8AM-8PM,,0,04/26/2023
SEAROBIN GENUS,202211917wdS:8AM-8PM,202269171764520221103,2022,9,1764520221103003,6,4,7,5,wd,8826020100,0,3,0,0,0,3,0,0,0,0,,1,11,436.47453251,8,436.47453251,3,0,0,0,202211917wdS:8AM-8PM,,0,04/26/2023
TAUTOG,202211917wdS:8AM-8PM,202269171764520221103,2022,9,1764520221103004,6,4,7,5,wd,8839010101,0,25,1,0,1,25,0,0,434,1.35,,1,11,357.50616863,8,357.50616863,26,1.35,434,1,202211917wdS:8AM-8PM,,0,04/26/2023
CUNNER,202211917wdS:8AM-8PM,202269171764520221103,2022,9,1764520221103004,6,4,7,5,wd,8839010201,0,1,0,0,0,1,0,0,0,0,,1,11,357.50616863,8,357.50616863,1,0,0,0,202211917wdS:8AM-8PM,,0,04/26/2023
TAUTOG,202211917wdS:8AM-8PM,202269171764520221103,2022,9,1764520221103005,6,4,7,5,wd,8839010101,0,25,0,0,0,25,0,0,0,0,,1,11,357.50616863,8,357.50616863,25,0,0,0,202211917wdS:8AM-8PM,,0,04/26/2023
STRIPED BASS,202211917weS:8AM-8PM,202269171764520221104,2022,9,1764520221104001,6,4,7,5,we,8835020102,0,3,0,0,0,3,0,0,0,0,,1,11,1577.8944394,8,1577.8944394,3,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
STRIPED BASS,202211917weS:8AM-8PM,202269171764520221104,2022,9,1764520221104002,6,4,7,5,we,8835020102,0,3,0,0,0,3,0,0,0,0,,1,11,1577.8944394,8,1577.8944394,3,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
STRIPED BASS,202211917weS:8AM-8PM,202269171764520221104,2022,9,1764520221104003,6,4,7,5,we,8835020102,0,2,0,0,0,2,0,0,0,0,,1,11,1577.8944394,8,1577.8944394,2,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
STRIPED BASS,202211917weS:8AM-8PM,202269171764520221104,2022,9,1764520221104004,6,4,7,5,we,8835020102,0,5,0,0,0,5,0,0,0,0,,1,11,1577.8944394,8,1577.8944394,5,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
SCUP,202211917weS:8AM-8PM,202269171764520221104,2022,9,1764520221104004,6,4,7,5,we,8835430101,0,2,0,0,0,2,0,0,0,0,,1,11,1577.8944394,8,1577.8944394,2,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
TAUTOG,202211917weS:8AM-8PM,202269171764520221104,2022,9,1764520221104004,6,4,7,5,we,8839010101,2,5,0,2,0,5,815,2.5,0,0,,1,11,1577.8944394,8,1577.8944394,7,2.5,815,2,202211917weS:8AM-8PM,,0,04/26/2023
STRIPED BASS,202211917weS:8AM-8PM,202269171764520221104,2022,9,1764520221104005,6,4,7,5,we,8835020102,0,5,0,0,0,5,0,0,0,0,,1,11,1577.8944394,8,1577.8944394,5,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
SCUP,202211917weS:8AM-8PM,202269171764520221104,2022,9,1764520221104005,6,4,7,5,we,8835430101,0,2,0,0,0,2,0,0,0,0,,1,11,1577.8944394,8,1577.8944394,2,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
TAUTOG,202211917weS:8AM-8PM,202269171764520221104,2022,9,1764520221104005,6,4,7,5,we,8839010101,0,5,0,0,0,5,0,0,0,0,,1,11,1577.8944394,8,1577.8944394,5,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
STRIPED BASS,202211917weS:8AM-8PM,202269171764520221104,2022,9,1764520221104006,6,4,7,5,we,8835020102,0,5,0,0,0,5,0,0,0,0,,1,11,1577.8944394,8,1577.8944394,5,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
SCUP,202211917weS:8AM-8PM,202269171764520221104,2022,9,1764520221104006,6,4,7,5,we,8835430101,0,2,0,0,0,2,0,0,0,0,,1,11,1577.8944394,8,1577.8944394,2,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
TAUTOG,202211917weS:8AM-8PM,202269171764520221104,2022,9,1764520221104006,6,4,7,5,we,8839010101,0,5,0,0,0,5,0,0,0,0,,1,11,1577.8944394,8,1577.8944394,5,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
STRIPED BASS,202211917weS:8AM-8PM,202269171764520221104,2022,9,1764520221104007,6,4,7,5,we,8835020102,1,2,0,1,0,2,831,4.6,0,0,,1,11,1577.8944394,8,1577.8944394,3,4.6,831,1,202211917weS:8AM-8PM,,0,04/26/2023
STRIPED BASS,202211917weS:8AM-8PM,202269171764520221104,2022,9,1764520221104008,6,4,7,5,we,8835020102,0,3,0,0,0,3,0,0,0,0,,1,11,1577.8944394,8,1577.8944394,3,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
STRIPED BASS,202211917weS:8AM-8PM,202269171764520221104,2022,9,1764520221104009,6,4,7,5,we,8835020102,0,3,0,0,0,3,0,0,0,0,,1,11,1577.8944394,8,1577.8944394,3,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
STRIPED BASS,202211917weS:8AM-8PM,202269171764520221104,2022,9,1764520221104010,6,4,7,5,we,8835020102,0,1,0,0,0,1,0,0,0,0,,1,11,1577.8944394,8,1577.8944394,1,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
,202211917weS:8AM-8PM,202269171764520221104,2022,9,1764520221104011,6,4,7,5,we,,0,0,0,0,0,0,0,0,0,0,,1,11,1577.8944394,8,1577.8944394,0,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
STRIPED BASS,202211917weS:8AM-8PM,202269171764520221104,2022,9,1764520221104012,6,4,7,5,we,8835020102,0,6,0,0,0,6,0,0,0,0,,1,11,1577.8944394,8,1577.8944394,6,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
STRIPED BASS,202211917weS:8AM-8PM,202269171764520221104,2022,9,1764520221104013,6,4,7,5,we,8835020102,0,6,0,0,0,6,0,0,0,0,,1,11,1577.8944394,8,1577.8944394,6,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
BLACK SEA BASS,202211917weS:8AM-8PM,202269171764520221106,2022,9,1764520221106001,6,4,7,5,we,8835020301,0,1,0,0,0,1,0,0,0,0,,1,11,1398.7182721,8,1398.7182721,1,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
TAUTOG,202211917weS:8AM-8PM,202269171764520221106,2022,9,1764520221106001,6,4,7,5,we,8839010101,5,1,0,5,0,1,2050,6.45,0,0,,1,11,1398.7182721,8,1398.7182721,6,6.45,2050,5,202211917weS:8AM-8PM,,0,04/26/2023
TAUTOG,202211917weS:8AM-8PM,202269171764520221106,2022,9,1764520221106002,6,4,7,5,we,8839010101,0,1,0,0,0,1,0,0,0,0,,1,11,1398.7182721,8,1398.7182721,1,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
TAUTOG,202211917weS:8AM-8PM,202269171764520221106,2022,9,1764520221106003,6,4,7,5,we,8839010101,0,2,0,0,0,2,0,0,0,0,,1,11,1398.7182721,8,1398.7182721,2,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
TAUTOG,202211917weS:8AM-8PM,202269171764520221106,2022,9,1764520221106004,6,4,7,5,we,8839010101,0,2,0,0,0,2,0,0,0,0,,1,11,1398.7182721,8,1398.7182721,2,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
BLACK SEA BASS,202211917weS:8AM-8PM,202269171764520221106,2022,9,1764520221106005,6,4,7,5,we,8835020301,4,2,0,4,0,2,1668,3.5684570541,0,0,,1,11,1398.7182721,8,1398.7182721,6,3.5684570541,1668,4,202211917weS:8AM-8PM,,0,04/26/2023
TAUTOG,202211917weS:8AM-8PM,202269171764520221106,2022,9,1764520221106005,6,4,7,5,we,8839010101,3,6,0,3,0,6,1266,4.1901223979,0,0,,1,11,1398.7182721,8,1398.7182721,9,4.1901223979,1266,3,202211917weS:8AM-8PM,,0,04/26/2023
CUNNER,202211917weS:8AM-8PM,202269171764520221106,2022,9,1764520221106005,6,4,7,5,we,8839010201,0,1,0,0,0,1,0,0,0,0,,1,11,1398.7182721,8,1398.7182721,1,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
BLACK SEA BASS,202211917weS:8AM-8PM,202269171764520221106,2022,9,1764520221106006,6,4,7,5,we,8835020301,0,2,0,0,0,2,0,0,0,0,,1,11,1398.7182721,8,1398.7182721,2,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
TAUTOG,202211917weS:8AM-8PM,202269171764520221106,2022,9,1764520221106006,6,4,7,5,we,8839010101,0,6,0,0,0,6,0,0,0,0,,1,11,1398.7182721,8,1398.7182721,6,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
BLACK SEA BASS,202211917weS:8AM-8PM,202269171764520221106,2022,9,1764520221106007,6,4,7,5,we,8835020301,0,2,0,0,0,2,0,0,0,0,,1,11,1398.7182721,8,1398.7182721,2,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
BLUEFISH,202211917weS:8AM-8PM,202269171764520221106,2022,9,1764520221106007,6,4,7,5,we,8835250101,0,1,0,0,0,1,0,0,0,0,,1,11,1398.7182721,8,1398.7182721,1,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
TAUTOG,202211917weS:8AM-8PM,202269171764520221106,2022,9,1764520221106007,6,4,7,5,we,8839010101,0,6,0,0,0,6,0,0,0,0,,1,11,1398.7182721,8,1398.7182721,6,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
BLACK SEA BASS,202211917weS:8AM-8PM,202269171764520221106,2022,9,1764520221106008,6,4,7,5,we,8835020301,0,3,0,0,0,3,0,0,0,0,,1,11,1398.7182721,8,1398.7182721,3,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
TAUTOG,202211917weS:8AM-8PM,202269171764520221106,2022,9,1764520221106008,6,4,7,5,we,8839010101,0,7,0,0,0,7,0,0,0,0,,1,11,1398.7182721,8,1398.7182721,7,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
BLACK SEA BASS,202211917weS:8AM-8PM,202269171764520221106,2022,9,1764520221106009,6,4,7,5,we,8835020301,0,2,0,0,0,2,0,0,0,0,,1,11,1398.7182721,8,1398.7182721,2,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
SCUP,202211917weS:8AM-8PM,202269171764520221106,2022,9,1764520221106009,6,4,7,5,we,8835430101,0,2,0,0,0,2,0,0,0,0,,1,11,1398.7182721,8,1398.7182721,2,0,0,0,202211917weS:8AM-8PM,,0,04/26/2023
