common,strat_id,psu_id,YEAR,ST,MODE_FX,AREA_X,ID_CODE,SUB_REG,WAVE,kod,SP_CODE,CLAIM,RELEASE,HARVEST,CLAIM_UNADJ,HARVEST_UNADJ,RELEASE_UNADJ,tot_len_a,wgt_a,tot_len_b1,wgt_b1,region,month,fl_reg,wp_int,wp_catch,tot_cat,wgt_ab1,tot_len,landing,var_id,arx_method,alt_flag,date_published
BLACK SEA BASS,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110005,4,6,we,8835020301,0,8,1,0,1,8,0,0,500,1.3008125784,0,11,8,3.0066142169,3.0066142169,9,1.3008125784,500,1,201911904weHEAD-BOAT,,0,05/04/2021
SCUP,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110005,4,6,we,8835430101,0,6,4,0,4,6,0,0,1020,1.5425059598,0,11,8,3.0066142169,3.0066142169,10,1.5425059598,1020,4,201911904weHEAD-BOAT,,0,05/04/2021
BLACK SEA BASS,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110006,4,6,we,8835020301,0,2,3,0,3,2,0,0,1247,2.5548316718,0,11,8,3.0066142169,3.0066142169,5,2.5548316718,1247,3,201911904weHEAD-BOAT,,0,05/04/2021
SCUP,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110006,4,6,we,8835430101,0,8,4,0,4,8,0,0,1060,1.6933271837,0,11,8,3.0066142169,3.0066142169,12,1.6933271837,1060,4,201911904weHEAD-BOAT,,0,05/04/2021
ATLANTIC COD,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110007,4,6,we,8791030402,0,1,0,0,0,1,0,0,0,0,0,11,8,3.0066142169,3.0066142169,1,0,0,0,201911904weHEAD-BOAT,,0,05/04/2021
BLACK SEA BASS,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110007,4,6,we,8835020301,0,4,2,0,2,4,0,0,880,1.9258814898,0,11,8,3.0066142169,3.0066142169,6,1.9258814898,880,2,201911904weHEAD-BOAT,,0,05/04/2021
SCUP,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110007,4,6,we,8835430101,0,9,4,0,4,9,0,0,1045,1.6375399832,0,11,8,3.0066142169,3.0066142169,13,1.6375399832,1045,4,201911904weHEAD-BOAT,,0,05/04/2021
BLACK SEA BASS,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110008,4,6,we,8835020301,0,7,1,0,1,7,0,0,558,1.6840457651,0,11,8,3.0066142169,3.0066142169,8,1.6840457651,558,1,201911904weHEAD-BOAT,,0,05/04/2021
SCUP,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110008,4,6,we,8835430101,0,6,5,0,5,6,0,0,1250,1.8377229774,0,11,8,3.0066142169,3.0066142169,11,1.8377229774,1250,5,201911904weHEAD-BOAT,,0,05/04/2021
CUNNER,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110008,4,6,we,8839010201,0,0,1,0,1,0,0,0,305,0.4910150685,0,11,8,3.0066142169,3.0066142169,1,0.4910150685,305,1,201911904weHEAD-BOAT,,0,05/04/2021
SPINY DOGFISH,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110009,4,6,we,8710010201,0,1,0,0,0,1,0,0,0,0,0,11,8,3.0066142169,3.0066142169,1,0,0,0,201911904weHEAD-BOAT,,0,05/04/2021
BLACK SEA BASS,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110009,4,6,we,8835020301,0,7,3,0,3,7,0,0,1160,2.1440859603,0,11,8,3.0066142169,3.0066142169,10,2.1440859603,1160,3,201911904weHEAD-BOAT,,0,05/04/2021
SCUP,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110009,4,6,we,8835430101,0,6,10,0,10,6,0,0,2660,4.278798447,0,11,8,3.0066142169,3.0066142169,16,4.278798447,2660,10,201911904weHEAD-BOAT,,0,05/04/2021
BLACK SEA BASS,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110010,4,6,we,8835020301,0,10,0,0,0,10,0,0,0,0,0,11,8,3.0066142169,3.0066142169,10,0,0,0,201911904weHEAD-BOAT,,0,05/04/2021
SCUP,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110010,4,6,we,8835430101,0,11,9,0,9,11,0,0,2448,4.0592377162,0,11,8,3.0066142169,3.0066142169,20,4.0592377162,2448,9,201911904weHEAD-BOAT,,0,05/04/2021
CUNNER,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110010,4,6,we,8839010201,0,1,0,0,0,1,0,0,0,0,0,11,8,3.0066142169,3.0066142169,1,0,0,0,201911904weHEAD-BOAT,,0,05/04/2021
ATLANTIC COD,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110011,4,6,we,8791030402,0,0,1,0,1,0,0,0,524,2,0,11,8,3.0066142169,3.0066142169,1,2,524,1,201911904weHEAD-BOAT,,0,05/04/2021
BLACK SEA BASS,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110011,4,6,we,8835020301,0,7,2,0,2,7,0,0,889,2.0935210273,0,11,8,3.0066142169,3.0066142169,9,2.0935210273,889,2,201911904weHEAD-BOAT,,0,05/04/2021
SCUP,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110011,4,6,we,8835430101,0,12,5,0,5,12,0,0,1375,2.3156027338,0,11,8,3.0066142169,3.0066142169,17,2.3156027338,1375,5,201911904weHEAD-BOAT,,0,05/04/2021
ATLANTIC COD,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110012,4,6,we,8791030402,0,1,0,0,0,1,0,0,0,0,0,11,8,3.0066142169,3.0066142169,1,0,0,0,201911904weHEAD-BOAT,,0,05/04/2021
BLACK SEA BASS,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110012,4,6,we,8835020301,0,7,1,0,1,7,0,0,406,0.8081045624,0,11,8,3.0066142169,3.0066142169,8,0.8081045624,406,1,201911904weHEAD-BOAT,,0,05/04/2021
SCUP,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110012,4,6,we,8835430101,0,10,7,0,7,10,0,0,1946,3.3282788475,0,11,8,3.0066142169,3.0066142169,17,3.3282788475,1946,7,201911904weHEAD-BOAT,,0,05/04/2021
SPINY DOGFISH,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110013,4,6,we,8710010201,0,1,0,0,0,1,0,0,0,0,0,11,8,3.0066142169,3.0066142169,1,0,0,0,201911904weHEAD-BOAT,,0,05/04/2021
BLACK SEA BASS,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110013,4,6,we,8835020301,0,8,0,0,0,8,0,0,0,0,0,11,8,3.0066142169,3.0066142169,8,0,0,0,201911904weHEAD-BOAT,,0,05/04/2021
SCUP,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110013,4,6,we,8835430101,0,0,6,0,6,0,0,0,1610.4,2.6236148537,0,11,8,3.0066142169,3.0066142169,6,2.6236148537,1610.4,6,201911904weHEAD-BOAT,,0,05/04/2021
CUNNER,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110013,4,6,we,8839010201,0,1,0,0,0,1,0,0,0,0,0,11,8,3.0066142169,3.0066142169,1,0,0,0,201911904weHEAD-BOAT,,0,05/04/2021
SPINY DOGFISH,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110014,4,6,we,8710010201,0,1,0,0,0,1,0,0,0,0,0,11,8,3.0066142169,3.0066142169,1,0,0,0,201911904weHEAD-BOAT,,0,05/04/2021
BLACK SEA BASS,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110014,4,6,we,8835020301,0,6,2,0,2,6,0,0,801,1.5683663124,0,11,8,3.0066142169,3.0066142169,8,1.5683663124,801,2,201911904weHEAD-BOAT,,0,05/04/2021
SCUP,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110014,4,6,we,8835430101,0,5,10,0,10,5,0,0,2612,4.0878663611,0,11,8,3.0066142169,3.0066142169,15,4.0878663611,2612,10,201911904weHEAD-BOAT,,0,05/04/2021
BLACK SEA BASS,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110015,4,6,we,8835020301,0,8,1,0,1,8,0,0,384,0.7032787106,0,11,8,3.0066142169,3.0066142169,9,0.7032787106,384,1,201911904weHEAD-BOAT,,0,05/04/2021
SCUP,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110015,4,6,we,8835430101,0,10,7,0,7,10,0,0,1806,2.777049217,0,11,8,3.0066142169,3.0066142169,17,2.777049217,1806,7,201911904weHEAD-BOAT,,0,05/04/2021
CUNNER,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110015,4,6,we,8839010201,0,0,1,0,1,0,0,0,339,0.662862168,0,11,8,3.0066142169,3.0066142169,1,0.662862168,339,1,201911904weHEAD-BOAT,,0,05/04/2021
BLACK SEA BASS,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110016,4,6,we,8835020301,0,15,7,0,7,15,0,0,3021.2,6.7500001916,0,11,8,3.0066142169,3.0066142169,22,6.7500001916,3021.2,7,201911904weHEAD-BOAT,,0,05/04/2021
SCUP,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110016,4,6,we,8835430101,0,3,20,0,20,3,0,0,5592,9.6672983526,0,11,8,3.0066142169,3.0066142169,23,9.6672983526,5592,20,201911904weHEAD-BOAT,,0,05/04/2021
BLACK SEA BASS,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110017,4,6,we,8835020301,0,9,2,0,2,9,0,0,1066,3.2164376334,0,11,8,3.0066142169,3.0066142169,11,3.2164376334,1066,2,201911904weHEAD-BOAT,,0,05/04/2021
SCUP,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110017,4,6,we,8835430101,0,12,5,0,5,12,0,0,1435,2.5686420462,0,11,8,3.0066142169,3.0066142169,17,2.5686420462,1435,5,201911904weHEAD-BOAT,,0,05/04/2021
BLACK SEA BASS,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110018,4,6,we,8835020301,0,6,1,0,1,6,0,0,392,0.7403894038,0,11,8,3.0066142169,3.0066142169,7,0.7403894038,392,1,201911904weHEAD-BOAT,,0,05/04/2021
SCUP,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110018,4,6,we,8835430101,0,10,7,0,7,10,0,0,2030,3.6874760743,0,11,8,3.0066142169,3.0066142169,17,3.6874760743,2030,7,201911904weHEAD-BOAT,,0,05/04/2021
CUNNER,201911904weHEAD-BOAT,201969041781420191110,2019,9,4,2,1781420191110018,4,6,we,8839010201,0,0,1,0,1,0,0,0,209,0.1678788389,0,11,8,3.0066142169,3.0066142169,1,0.1678788389,209,1,201911904weHEAD-BOAT,,0,05/04/2021
TAUTOG,201911904weHEAD-BOAT,201969041764520191102,2019,9,4,5,1764520191102001,4,6,we,8839010101,3,5,0,3,0,5,1289,4.8205060836,0,0,0,11,8,21.172786293,21.172786293,8,4.8205060836,1289,3,201911904weHEAD-BOAT,,0,05/04/2021
TAUTOG,201911904weHEAD-BOAT,201969041764520191102,2019,9,4,5,1764520191102002,4,6,we,8839010101,2,5,0,2,0,5,876,3.3730163702,0,0,0,11,8,21.172786293,21.172786293,7,3.3730163702,876,2,201911904weHEAD-BOAT,,0,05/04/2021
TAUTOG,201911904weHEAD-BOAT,201969041764520191102,2019,9,4,5,1764520191102003,4,6,we,8839010101,3,20,0,3,0,20,1288,4.8172394598,0,0,0,11,8,21.172786293,21.172786293,23,4.8172394598,1288,3,201911904weHEAD-BOAT,,0,05/04/2021
BLACK SEA BASS,201911904weHEAD-BOAT,201969041764520191102,2019,9,4,5,1764520191102004,4,6,we,8835020301,0,2,0,0,0,2,0,0,0,0,0,11,8,21.172786293,21.172786293,2,0,0,0,201911904weHEAD-BOAT,,0,05/04/2021
TAUTOG,201911904weHEAD-BOAT,201969041764520191102,2019,9,4,5,1764520191102004,4,6,we,8839010101,0,15,0,0,0,15,0,0,0,0,0,11,8,21.172786293,21.172786293,15,0,0,0,201911904weHEAD-BOAT,,0,05/04/2021
TAUTOG,201911904weHEAD-BOAT,201969041764520191102,2019,9,4,5,1764520191102005,4,6,we,8839010101,0,15,4,0,4,15,0,0,1850,7.6253751476,0,11,8,21.172786293,21.172786293,19,7.6253751476,1850,4,201911904weHEAD-BOAT,,0,05/04/2021
CUNNER,201911904weHEAD-BOAT,201969041764520191102,2019,9,4,5,1764520191102005,4,6,we,8839010201,0,1,0,0,0,1,0,0,0,0,0,11,8,21.172786293,21.172786293,1,0,0,0,201911904weHEAD-BOAT,,0,05/04/2021
TAUTOG,201911904weHEAD-BOAT,201969041764520191102,2019,9,4,5,1764520191102006,4,6,we,8839010101,0,5,0,0,0,5,0,0,0,0,0,11,8,21.172786293,21.172786293,5,0,0,0,201911904weHEAD-BOAT,,0,05/04/2021
TAUTOG,201911904weHEAD-BOAT,201969041764520191102,2019,9,4,5,1764520191102007,4,6,we,8839010101,0,10,0,0,0,10,0,0,0,0,0,11,8,21.172786293,21.172786293,10,0,0,0,201911904weHEAD-BOAT,,0,05/04/2021
TAUTOG,201911904weHEAD-BOAT,201969041764520191102,2019,9,4,5,1764520191102008,4,6,we,8839010101,0,11,0,0,0,11,0,0,0,0,0,11,8,21.172786293,21.172786293,11,0,0,0,201911904weHEAD-BOAT,,0,05/04/2021
TAUTOG,201911904weHEAD-BOAT,201969041764520191102,2019,9,4,5,1764520191102009,4,6,we,8839010101,0,7,2,0,2,7,0,0,932,3.9159712365,0,11,8,21.172786293,21.172786293,9,3.9159712365,932,2,201911904weHEAD-BOAT,,0,05/04/2021
TAUTOG,201911904weHEAD-BOAT,201969041764520191102,2019,9,4,5,1764520191102010,4,6,we,8839010101,2,2,0,2,0,2,873,3.3447122066,0,0,0,11,8,21.172786293,21.172786293,4,3.3447122066,873,2,201911904weHEAD-BOAT,,0,05/04/2021
BLACK SEA BASS,201911904weHEAD-BOAT,201969041764520191102,2019,9,4,5,1764520191102011,4,6,we,8835020301,0,1,0,0,0,1,0,0,0,0,0,11,8,21.172786293,21.172786293,1,0,0,0,201911904weHEAD-BOAT,,0,05/04/2021
TAUTOG,201911904weHEAD-BOAT,201969041764520191102,2019,9,4,5,1764520191102011,4,6,we,8839010101,0,20,0,0,0,20,0,0,0,0,0,11,8,21.172786293,21.172786293,20,0,0,0,201911904weHEAD-BOAT,,0,05/04/2021
BLACK SEA BASS,201911904weHEAD-BOAT,201969041764520191102,2019,9,4,5,1764520191102012,4,6,we,8835020301,0,1,0,0,0,1,0,0,0,0,0,11,8,21.172786293,21.172786293,1,0,0,0,201911904weHEAD-BOAT,,0,05/04/2021
TAUTOG,201911904weHEAD-BOAT,201969041764520191102,2019,9,4,5,1764520191102012,4,6,we,8839010101,0,10,0,0,0,10,0,0,0,0,0,11,8,21.172786293,21.172786293,10,0,0,0,201911904weHEAD-BOAT,,0,05/04/2021
TAUTOG,201911904wdHEAD-BOAT,201969041764520191115,2019,9,4,5,1764520191115001,4,6,wd,8839010101,1,6,0,1,0,6,495,2.2173236999,0,0,0,11,8,31.346722564,31.346722564,7,2.2173236999,495,1,201911904wdHEAD-BOAT,,0,05/04/2021
CUNNER,201911904wdHEAD-BOAT,201969041764520191115,2019,9,4,5,1764520191115001,4,6,wd,8839010201,0,1,0,0,0,1,0,0,0,0,0,11,8,31.346722564,31.346722564,1,0,0,0,201911904wdHEAD-BOAT,,0,05/04/2021
TAUTOG,201911904wdHEAD-BOAT,201969041764520191115,2019,9,4,5,1764520191115002,4,6,wd,8839010101,0,10,0,0,0,10,0,0,0,0,0,11,8,31.346722564,31.346722564,10,0,0,0,201911904wdHEAD-BOAT,,0,05/04/2021
BLACK SEA BASS,201911904wdHEAD-BOAT,201969041764520191115,2019,9,4,5,1764520191115003,4,6,wd,8835020301,1,0,0,1,0,0,400,0.8560319201,0,0,0,11,8,31.346722564,31.346722564,1,0.8560319201,400,1,201911904wdHEAD-BOAT,,0,05/04/2021
TAUTOG,201911904wdHEAD-BOAT,201969041764520191115,2019,9,4,5,1764520191115003,4,6,wd,8839010101,0,3,0,0,0,3,0,0,0,0,0,11,8,31.346722564,31.346722564,3,0,0,0,201911904wdHEAD-BOAT,,0,05/04/2021
BLACK SEA BASS,201911904wdHEAD-BOAT,201969041764520191115,2019,9,4,5,1764520191115004,4,6,wd,8835020301,1,0,0,1,0,0,375,0.7109572977,0,0,0,11,8,31.346722564,31.346722564,1,0.7109572977,375,1,201911904wdHEAD-BOAT,,0,05/04/2021
TAUTOG,201911904wdHEAD-BOAT,201969041764520191115,2019,9,4,5,1764520191115004,4,6,wd,8839010101,2,16,0,2,0,16,846,3.1011748979,0,0,0,11,8,31.346722564,31.346722564,18,3.1011748979,846,2,201911904wdHEAD-BOAT,,0,05/04/2021
TAUTOG,201911904wdHEAD-BOAT,201969041764520191115,2019,9,4,5,1764520191115005,4,6,wd,8839010101,1,8,0,1,0,8,410,1.4414914029,0,0,0,11,8,31.346722564,31.346722564,9,1.4414914029,410,1,201911904wdHEAD-BOAT,,0,05/04/2021
TAUTOG,201911904wdHEAD-BOAT,201969041764520191115,2019,9,4,5,1764520191115006,4,6,wd,8839010101,2,5,0,2,0,5,915,3.7404385155,0,0,0,11,8,31.346722564,31.346722564,7,3.7404385155,915,2,201911904wdHEAD-BOAT,,0,05/04/2021
TAUTOG,201911904wdHEAD-BOAT,201969041764520191115,2019,9,4,5,1764520191115007,4,6,wd,8839010101,1,1,0,1,0,1,421,1.531416425,0,0,0,11,8,31.346722564,31.346722564,2,1.531416425,421,1,201911904wdHEAD-BOAT,,0,05/04/2021
BLACK SEA BASS,201911904wdHEAD-BOAT,201969041764520191115,2019,9,4,5,1764520191115008,4,6,wd,8835020301,0,3,0,0,0,3,0,0,0,0,0,11,8,31.346722564,31.346722564,3,0,0,0,201911904wdHEAD-BOAT,,0,05/04/2021
TAUTOG,201911904wdHEAD-BOAT,201969041764520191115,2019,9,4,5,1764520191115008,4,6,wd,8839010101,0,11,0,0,0,11,0,0,0,0,0,11,8,31.346722564,31.346722564,11,0,0,0,201911904wdHEAD-BOAT,,0,05/04/2021
BLACK SEA BASS,201911904wdHEAD-BOAT,201969041764520191115,2019,9,4,5,1764520191115009,4,6,wd,8835020301,0,3,0,0,0,3,0,0,0,0,0,11,8,31.346722564,31.346722564,3,0,0,0,201911904wdHEAD-BOAT,,0,05/04/2021
TAUTOG,201911904wdHEAD-BOAT,201969041764520191115,2019,9,4,5,1764520191115009,4,6,wd,8839010101,1,15,0,1,0,15,432,1.624413689,0,0,0,11,8,31.346722564,31.346722564,16,1.624413689,432,1,201911904wdHEAD-BOAT,,0,05/04/2021
TAUTOG,201911904wdHEAD-BOAT,201969041764520191115,2019,9,4,5,1764520191115010,4,6,wd,8839010101,0,5,0,0,0,5,0,0,0,0,0,11,8,31.346722564,31.346722564,5,0,0,0,201911904wdHEAD-BOAT,,0,05/04/2021
TAUTOG,201911904wdHEAD-BOAT,201969041764520191115,2019,9,4,5,1764520191115011,4,6,wd,8839010101,0,5,0,0,0,5,0,0,0,0,0,11,8,31.346722564,31.346722564,5,0,0,0,201911904wdHEAD-BOAT,,0,05/04/2021
TAUTOG,201911904wdHEAD-BOAT,201969041772120191104,2019,9,4,5,1772120191104001,4,6,wd,8839010101,0,8,1,0,1,8,0,0,411,1.4495400584,0,11,8,31.346722564,31.346722564,9,1.4495400584,411,1,201911904wdHEAD-BOAT,,0,05/04/2021
TAUTOG,201911904wdHEAD-BOAT,201969041772120191104,2019,9,4,5,1772120191104002,4,6,wd,8839010101,0,4,0,0,0,4,0,0,0,0,0,11,8,31.346722564,31.346722564,4,0,0,0,201911904wdHEAD-BOAT,,0,05/04/2021
BLACK SEA BASS,201911904wdHEAD-BOAT,201969041772120191104,2019,9,4,5,1772120191104003,4,6,wd,8835020301,0,1,0,0,0,1,0,0,0,0,0,11,8,31.346722564,31.346722564,1,0,0,0,201911904wdHEAD-BOAT,,0,05/04/2021
