common,strat_id,psu_id,YEAR,ST,MODE_FX,AREA_X,ID_CODE,SUB_REG,WAVE,kod,SP_CODE,CLAIM,RELEASE,HARVEST,CLAIM_UNADJ,HARVEST_UNADJ,RELEASE_UNADJ,tot_len_a,wgt_a,tot_len_b1,wgt_b1,region,month,tot_cat,wgt_ab1,tot_len,landing,var_id,arx_method,alt_flag,strat_interval,fl_reg,wp_catch_precal,wp_int,wp_catch,date_published
ATLANTIC COD,2014042525weS:8AM-8PM,2014225251726620140427,2014,25,5,2,1726620140427004,4,2,we,8791030402,0,30,12,0,12,30,0,0,6525.6,24.075494421,2,04,42,24.075494421,6525.6,12,2014042525weS:8AM-8PM,,0,,8,209.86826675,209.86826675,209.86826675,05/04/2021
HADDOCK,2014042525weS:8AM-8PM,2014225251726620140427,2014,25,5,2,1726620140427004,4,2,we,8791031301,0,10,8,0,8,10,0,0,4457.6,16.61659949,2,04,18,16.61659949,4457.6,8,2014042525weS:8AM-8PM,,0,,8,209.86826675,209.86826675,209.86826675,05/04/2021
ATLANTIC COD,2014042525weS:8AM-8PM,2014225251726620140427,2014,25,5,2,1726620140427005,4,2,we,8791030402,0,30,12,0,12,30,0,0,7149.6,30.95854033,2,04,42,30.95854033,7149.6,12,2014042525weS:8AM-8PM,,0,,8,209.86826675,209.86826675,209.86826675,05/04/2021
HADDOCK,2014042525weS:8AM-8PM,2014225251726620140427,2014,25,5,2,1726620140427005,4,2,we,8791031301,0,10,8,0,8,10,0,0,4203.2,14.837313922,2,04,18,14.837313922,4203.2,8,2014042525weS:8AM-8PM,,0,,8,209.86826675,209.86826675,209.86826675,05/04/2021
ATLANTIC COD,2014042525weS:8AM-8PM,2014225251726620140427,2014,25,5,2,1726620140427006,4,2,we,8791030402,0,30,12,0,12,30,0,0,7008,28.697141751,2,04,42,28.697141751,7008,12,2014042525weS:8AM-8PM,,0,,8,209.86826675,209.86826675,209.86826675,05/04/2021
HADDOCK,2014042525weS:8AM-8PM,2014225251726620140427,2014,25,5,2,1726620140427006,4,2,we,8791031301,0,10,8,0,8,10,0,0,4652.8,18.142361746,2,04,18,18.142361746,4652.8,8,2014042525weS:8AM-8PM,,0,,8,209.86826675,209.86826675,209.86826675,05/04/2021
,2014042517weS:8AM-8PM,2014225171200720140412,2014,25,7,5,1200720140412001,4,2,we,,0,0,0,0,0,0,0,0,0,0,1,04,0,0,0,0,2014042517weS:8AM-8PM,,0,,8,1552.1358931,9946.0444269,9946.0444269,05/04/2021
,2014042527weS:8AM-8PM,2014225271727020140425,2014,25,7,5,1727020140425001,4,2,we,,0,0,0,0,0,0,0,0,0,0,2,04,0,0,0,0,2014042527weS:8AM-8PM,,0,,8,3256.461277,20867.314956,20867.314956,05/04/2021
,2014042527weS:8AM-8PM,2014225271727020140425,2014,25,7,5,1727020140425002,4,2,we,,0,0,0,0,0,0,0,0,0,0,2,04,0,0,0,0,2014042527weS:8AM-8PM,,0,,8,3256.461277,20867.314956,20867.314956,05/04/2021
,2014042527weS:8AM-8PM,2014225271730220140411,2014,25,7,5,1730220140411001,4,2,we,,0,0,0,0,0,0,0,0,0,0,2,04,0,0,0,0,2014042527weS:8AM-8PM,,0,,8,5296.8449632,33942.03791,33942.03791,05/04/2021
,2014042517weS:8AM-8PM,2014225171741920140413,2014,25,7,5,1741920140413001,4,2,we,,0,0,0,0,0,0,0,0,0,0,1,04,0,0,0,0,2014042517weS:8AM-8PM,,0,,8,11428.719039,73234.919574,73234.919574,05/04/2021
HADDOCK,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419001,4,2,we,8791031301,2,1,0,2,0,1,1114,3.6536928526,0,0,0,04,3,3.6536928526,1114,2,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
ACADIAN REDFISH,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419001,4,2,we,8826010169,1,0,0,1,0,0,253,0.2772178959,0,0,0,04,1,0.2772178959,253,1,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
ATLANTIC COD,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419002,4,2,we,8791030402,2,4,0,2,0,4,1021,2.8209687541,0,0,0,04,6,2.8209687541,1021,2,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
HADDOCK,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419002,4,2,we,8791031301,3,4,0,3,0,4,1595,4.8294157123,0,0,0,04,7,4.8294157123,1595,3,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
ACADIAN REDFISH,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419002,4,2,we,8826010169,1,0,0,1,0,0,247,0.2596029163,0,0,0,04,1,0.2596029163,247,1,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
ATLANTIC COD,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419003,4,2,we,8791030402,0,1,0,0,0,1,0,0,0,0,0,04,1,0,0,0,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
HADDOCK,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419003,4,2,we,8791031301,2,2,0,2,0,2,1038,3.0045310298,0,0,0,04,4,3.0045310298,1038,2,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
ATLANTIC COD,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419004,4,2,we,8791030402,1,0,0,1,0,0,487,1.2196863351,0,0,0,04,1,1.2196863351,487,1,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
HADDOCK,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419004,4,2,we,8791031301,1,1,0,1,0,1,620,2.4484979923,0,0,0,04,2,2.4484979923,620,1,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
ATLANTIC COD,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419005,4,2,we,8791030402,0,3,0,0,0,3,0,0,0,0,0,04,3,0,0,0,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
HADDOCK,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419005,4,2,we,8791031301,2,12,0,2,0,12,1055,3.1415615123,0,0,0,04,14,3.1415615123,1055,2,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
ATLANTIC COD,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419006,4,2,we,8791030402,0,3,0,0,0,3,0,0,0,0,0,04,3,0,0,0,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
HADDOCK,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419006,4,2,we,8791031301,0,8,0,0,0,8,0,0,0,0,0,04,8,0,0,0,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
ATLANTIC COD,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419007,4,2,we,8791030402,0,1,0,0,0,1,0,0,0,0,0,04,1,0,0,0,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
HADDOCK,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419007,4,2,we,8791031301,5,11,0,5,0,11,2824,9.6600046484,0,0,0,04,16,9.6600046484,2824,5,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419008,4,2,we,,0,0,0,0,0,0,0,0,0,0,0,04,0,0,0,0,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
HADDOCK,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419009,4,2,we,8791031301,2,6,0,2,0,6,1275,5.2879377814,0,0,0,04,8,5.2879377814,1275,2,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
HADDOCK,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419010,4,2,we,8791031301,1,3,0,1,0,3,571,1.9528269237,0,0,0,04,4,1.9528269237,571,1,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
HADDOCK,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419011,4,2,we,8791031301,0,1,0,0,0,1,0,0,0,0,0,04,1,0,0,0,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
ATLANTIC COD,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419012,4,2,we,8791030402,0,2,0,0,0,2,0,0,0,0,0,04,2,0,0,0,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
HADDOCK,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419012,4,2,we,8791031301,3,2,0,3,0,2,1757,6.3749510398,0,0,0,04,5,6.3749510398,1757,3,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
ATLANTIC COD,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419013,4,2,we,8791030402,0,1,0,0,0,1,0,0,0,0,0,04,1,0,0,0,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
HADDOCK,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419013,4,2,we,8791031301,3,0,0,3,0,0,1611,4.9945346724,0,0,0,04,3,4.9945346724,1611,3,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
CUNNER,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419013,4,2,we,8839010201,2,0,0,2,0,0,604,0.956600578,0,0,0,04,2,0.956600578,604,2,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
HADDOCK,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419014,4,2,we,8791031301,2,7,0,2,0,7,1093,3.4917048214,0,0,0,04,9,3.4917048214,1093,2,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
ATLANTIC COD,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419015,4,2,we,8791030402,0,1,0,0,0,1,0,0,0,0,0,04,1,0,0,0,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
HADDOCK,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419015,4,2,we,8791031301,4,9,0,4,0,9,2169,6.8628740068,0,0,0,04,13,6.8628740068,2169,4,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
ATLANTIC COD,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419016,4,2,we,8791030402,0,2,0,0,0,2,0,0,0,0,0,04,2,0,0,0,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
HADDOCK,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419016,4,2,we,8791031301,1,1,0,1,0,1,509,1.4240216427,0,0,0,04,2,1.4240216427,509,1,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
ATLANTIC COD,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419017,4,2,we,8791030402,2,6,0,2,0,6,963,2.3596388166,0,0,0,04,8,2.3596388166,963,2,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
HADDOCK,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419017,4,2,we,8791031301,1,12,0,1,0,12,583,2.0676631086,0,0,0,04,13,2.0676631086,583,1,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
ACADIAN REDFISH,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419017,4,2,we,8826010169,2,1,0,2,0,1,459,0.4254711731,0,0,0,04,3,0.4254711731,459,2,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
LONGHORN SCULPIN,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419017,4,2,we,8831022209,0,1,0,0,0,1,0,0,0,0,0,04,1,0,0,0,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
ATLANTIC COD,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419018,4,2,we,8791030402,1,0,0,1,0,0,495,1.2809706266,0,0,0,04,1,1.2809706266,495,1,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
HADDOCK,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419018,4,2,we,8791031301,0,3,0,0,0,3,0,0,0,0,0,04,3,0,0,0,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
HADDOCK,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419019,4,2,we,8791031301,3,3,0,3,0,3,1765,6.5144305601,0,0,0,04,6,6.5144305601,1765,3,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
HADDOCK,2014043304weHEAD-BOAT,2014233041723020140419,2014,33,4,2,1723020140419020,4,2,we,8791031301,3,2,0,3,0,2,1746,6.3595960783,0,0,0,04,5,6.3595960783,1746,3,2014043304weHEAD-BOAT,,0,,8,48.347764253,48.347764253,48.347764253,05/04/2021
ATLANTIC COD,2014043304weHEAD-BOAT,2014233041723020140426,2014,33,4,2,1723020140426001,4,2,we,8791030402,2,0,0,2,0,0,1080,3.3866352188,0,0,0,04,2,3.3866352188,1080,2,2014043304weHEAD-BOAT,,0,,8,50.605550345,50.605550345,50.605550345,05/04/2021
HADDOCK,2014043304weHEAD-BOAT,2014233041723020140426,2014,33,4,2,1723020140426001,4,2,we,8791031301,0,6,0,0,0,6,0,0,0,0,0,04,6,0,0,0,2014043304weHEAD-BOAT,,0,,8,50.605550345,50.605550345,50.605550345,05/04/2021
ATLANTIC COD,2014043304weHEAD-BOAT,2014233041723020140426,2014,33,4,2,1723020140426002,4,2,we,8791030402,2,2,0,2,0,2,1065,3.1933895677,0,0,0,04,4,3.1933895677,1065,2,2014043304weHEAD-BOAT,,0,,8,50.605550345,50.605550345,50.605550345,05/04/2021
HADDOCK,2014043304weHEAD-BOAT,2014233041723020140426,2014,33,4,2,1723020140426002,4,2,we,8791031301,0,11,0,0,0,11,0,0,0,0,0,04,11,0,0,0,2014043304weHEAD-BOAT,,0,,8,50.605550345,50.605550345,50.605550345,05/04/2021
ATLANTIC COD,2014043304weHEAD-BOAT,2014233041723020140426,2014,33,4,2,1723020140426003,4,2,we,8791030402,0,3,0,0,0,3,0,0,0,0,0,04,3,0,0,0,2014043304weHEAD-BOAT,,0,,8,50.605550345,50.605550345,50.605550345,05/04/2021
HADDOCK,2014043304weHEAD-BOAT,2014233041723020140426,2014,33,4,2,1723020140426003,4,2,we,8791031301,0,2,0,0,0,2,0,0,0,0,0,04,2,0,0,0,2014043304weHEAD-BOAT,,0,,8,50.605550345,50.605550345,50.605550345,05/04/2021
HADDOCK,2014043304weHEAD-BOAT,2014233041723020140426,2014,33,4,2,1723020140426004,4,2,we,8791031301,0,3,0,0,0,3,0,0,0,0,0,04,3,0,0,0,2014043304weHEAD-BOAT,,0,,8,50.605550345,50.605550345,50.605550345,05/04/2021
ATLANTIC COD,2014043304weHEAD-BOAT,2014233041723020140426,2014,33,4,2,1723020140426005,4,2,we,8791030402,4,4,0,4,0,4,2112,6.3579138812,0,0,0,04,8,6.3579138812,2112,4,2014043304weHEAD-BOAT,,0,,8,50.605550345,50.605550345,50.605550345,05/04/2021
POLLOCK,2014043304weHEAD-BOAT,2014233041723020140426,2014,33,4,2,1723020140426005,4,2,we,8791030901,0,1,0,0,0,1,0,0,0,0,0,04,1,0,0,0,2014043304weHEAD-BOAT,,0,,8,50.605550345,50.605550345,50.605550345,05/04/2021
HADDOCK,2014043304weHEAD-BOAT,2014233041723020140426,2014,33,4,2,1723020140426005,4,2,we,8791031301,0,11,0,0,0,11,0,0,0,0,0,04,11,0,0,0,2014043304weHEAD-BOAT,,0,,8,50.605550345,50.605550345,50.605550345,05/04/2021
ACADIAN REDFISH,2014043304weHEAD-BOAT,2014233041723020140426,2014,33,4,2,1723020140426005,4,2,we,8826010169,0,1,0,0,0,1,0,0,0,0,0,04,1,0,0,0,2014043304weHEAD-BOAT,,0,,8,50.605550345,50.605550345,50.605550345,05/04/2021
ATLANTIC COD,2014043304weHEAD-BOAT,2014233041723020140426,2014,33,4,2,1723020140426006,4,2,we,8791030402,1,1,0,1,0,1,471,1.1030527091,0,0,0,04,2,1.1030527091,471,1,2014043304weHEAD-BOAT,,0,,8,50.605550345,50.605550345,50.605550345,05/04/2021
HADDOCK,2014043304weHEAD-BOAT,2014233041723020140426,2014,33,4,2,1723020140426006,4,2,we,8791031301,1,8,0,1,0,8,536,1.6413008613,0,0,0,04,9,1.6413008613,536,1,2014043304weHEAD-BOAT,,0,,8,50.605550345,50.605550345,50.605550345,05/04/2021
ATLANTIC COD,2014043304weHEAD-BOAT,2014233041723020140426,2014,33,4,2,1723020140426007,4,2,we,8791030402,0,1,0,0,0,1,0,0,0,0,0,04,1,0,0,0,2014043304weHEAD-BOAT,,0,,8,50.605550345,50.605550345,50.605550345,05/04/2021
HADDOCK,2014043304weHEAD-BOAT,2014233041723020140426,2014,33,4,2,1723020140426007,4,2,we,8791031301,1,2,0,1,0,2,492,1.2971333288,0,0,0,04,3,1.2971333288,492,1,2014043304weHEAD-BOAT,,0,,8,50.605550345,50.605550345,50.605550345,05/04/2021
ATLANTIC COD,2014043304weHEAD-BOAT,2014233041723020140426,2014,33,4,2,1723020140426008,4,2,we,8791030402,1,0,0,1,0,0,499,1.3123690649,0,0,0,04,1,1.3123690649,499,1,2014043304weHEAD-BOAT,,0,,8,50.605550345,50.605550345,50.605550345,05/04/2021
