common,strat_id,psu_id,YEAR,ST,MODE_FX,AREA_X,ID_CODE,SUB_REG,WAVE,kod,SP_CODE,CLAIM,RELEASE,HARVEST,CLAIM_UNADJ,HARVEST_UNADJ,RELEASE_UNADJ,tot_len_a,wgt_a,tot_len_b1,wgt_b1,region,month,wp_int,fl_reg,wp_catch,tot_cat,wgt_ab1,tot_len,landing,var_id,arx_method,alt_flag,date_published
HARDHEAD CATFISH,2021011253wdS:8AM-8PM,2021112531543720210106,2021,12,3,1,1543720210106012,6,1,wd,8777180202,0,2,0,0,0,2,0,0,0,0,5,01,4725.2169052,8,4725.2169052,2,0,0,0,2021011253wdS:8AM-8PM,,0,04/26/2023
HARDHEAD CATFISH,2021011253wdS:8AM-8PM,2021112531543720210106,2021,12,3,1,1543720210106013,6,1,wd,8777180202,0,1,0,0,0,1,0,0,0,0,5,01,4725.2169052,8,4725.2169052,1,0,0,0,2021011253wdS:8AM-8PM,,0,04/26/2023
BLACK MARGATE,2021011263weS:8AM-8PM,2021112631554220210102,2021,12,3,1,1554220210102002,6,1,we,8835400304,0,2,0,0,0,2,0,0,0,0,6,01,34216.244861,8,34216.244861,2,0,0,0,2021011263weS:8AM-8PM,,0,04/26/2023
SHEEPSHEAD,2021011263weS:8AM-8PM,2021112631554220210102,2021,12,3,1,1554220210102002,6,1,we,8835430301,0,0,1,0,1,0,0,0,351,1.1,6,01,34216.244861,8,34216.244861,1,1.1,351,1,2021011263weS:8AM-8PM,,0,04/26/2023
ATLANTIC CROAKER,2021011263weS:8AM-8PM,2021112631554220210102,2021,12,3,1,1554220210102002,6,1,we,8835440702,0,1,0,0,0,1,0,0,0,0,6,01,34216.244861,8,34216.244861,1,0,0,0,2021011263weS:8AM-8PM,,0,04/26/2023
COMMON SNOOK,2021011263weS:8AM-8PM,2021112631554220210102,2021,12,3,1,1554220210102004,6,1,we,8835010105,0,1,0,0,0,1,0,0,0,0,6,01,6409.4026424,8,6409.4026424,1,0,0,0,2021011263weS:8AM-8PM,,0,04/26/2023
LOOKDOWN,2021011263weS:8AM-8PM,2021112631554220210102,2021,12,3,1,1554220210102004,6,1,we,8835280701,0,1,0,0,0,1,0,0,0,0,6,01,6409.4026424,8,6409.4026424,1,0,0,0,2021011263weS:8AM-8PM,,0,04/26/2023
SHEEPSHEAD,2021011263weS:8AM-8PM,2021112631554220210102,2021,12,3,1,1554220210102004,6,1,we,8835430301,1,0,0,1,0,0,351,1.1,0,0,6,01,6409.4026424,8,6409.4026424,1,1.1,351,1,2021011263weS:8AM-8PM,,0,04/26/2023
ATLANTIC CROAKER,2021011263weS:8AM-8PM,2021112631554220210102,2021,12,3,1,1554220210102004,6,1,we,8835440702,0,0,1,0,1,0,0,0,228,0.24,6,01,6409.4026424,8,6409.4026424,1,0.24,228,1,2021011263weS:8AM-8PM,,0,04/26/2023
HAIRY BLENNY,2021011263weS:8AM-8PM,2021112631554220210102,2021,12,3,1,1554220210102004,6,1,we,8842090307,0,3,0,0,0,3,0,0,0,0,6,01,6409.4026424,8,6409.4026424,3,0,0,0,2021011263weS:8AM-8PM,,0,04/26/2023
,2021011253weS:8AM-8PM,2021112531554220210131,2021,12,3,1,1554220210131001,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,2884.8915276,8,2884.8915276,0,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
,2021011253weS:8AM-8PM,2021112531554220210131,2021,12,3,1,1554220210131002,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,2884.8915276,8,2884.8915276,0,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
,2021011253weS:8AM-8PM,2021112531554220210131,2021,12,3,1,1554220210131003,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,2884.8915276,8,2884.8915276,0,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
,2021011253weS:8AM-8PM,2021112531554220210131,2021,12,3,1,1554220210131004,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,2884.8915276,8,2884.8915276,0,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
,2021011253weS:8AM-8PM,2021112531554220210131,2021,12,3,1,1554220210131005,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,2884.8915276,8,2884.8915276,0,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
,2021011253weS:8AM-8PM,2021112531554220210131,2021,12,3,1,1554220210131006,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,2884.8915276,8,2884.8915276,0,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
,2021011253weS:8AM-8PM,2021112531554220210131,2021,12,3,1,1554220210131007,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,2884.8915276,8,2884.8915276,0,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
CREVALLE JACK,2021011253weS:8AM-8PM,2021112531554220210131,2021,12,3,1,1554220210131008,6,1,we,8835280303,0,0,2,0,2,0,0,0,1130,6.7709830546,5,01,2884.8915276,8,2884.8915276,2,6.7709830546,1130,2,2021011253weS:8AM-8PM,,0,04/26/2023
IRISH POMPANO,2021011253weS:8AM-8PM,2021112531554220210131,2021,12,3,1,1554220210131008,6,1,we,8835390201,0,0,10,0,10,0,0,0,1924,2.2,5,01,2884.8915276,8,2884.8915276,10,2.2,1924,10,2021011253weS:8AM-8PM,,0,04/26/2023
IRISH POMPANO,2021011253weS:8AM-8PM,2021112531554220210131,2021,12,3,1,1554220210131009,6,1,we,8835390201,0,0,10,0,10,0,0,0,2004,1.9744749077,5,01,2884.8915276,8,2884.8915276,10,1.9744749077,2004,10,2021011253weS:8AM-8PM,,0,04/26/2023
,2021011253weS:8AM-8PM,2021112531554220210131,2021,12,3,1,1554220210131010,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,2884.8915276,8,2884.8915276,0,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
,2021011253weS:8AM-8PM,2021112531554220210131,2021,12,3,1,1554220210131011,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,2884.8915276,8,2884.8915276,0,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
,2021011253weS:8AM-8PM,2021112531554220210131,2021,12,3,1,1554220210131012,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,2884.8915276,8,2884.8915276,0,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
,2021011253weS:8AM-8PM,2021112531554220210131,2021,12,3,1,1554220210131013,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,3166.8814442,8,3166.8814442,0,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
,2021011253weS:8AM-8PM,2021112531554220210131,2021,12,3,1,1554220210131014,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,3166.8814442,8,3166.8814442,0,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
CREVALLE JACK,2021021253weS:8AM-8PM,2021112531563620210221,2021,12,3,1,1563620210221001,6,1,we,8835280303,0,1,0,0,0,1,0,0,0,0,5,02,4983.499095,8,4983.499095,1,0,0,0,2021021253weS:8AM-8PM,,0,04/26/2023
,2021021253weS:8AM-8PM,2021112531563620210221,2021,12,3,1,1563620210221002,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,02,4983.499095,8,4983.499095,0,0,0,0,2021021253weS:8AM-8PM,,0,04/26/2023
GRAY SNAPPER,2021021253weS:8AM-8PM,2021112531563620210221,2021,12,3,1,1563620210221003,6,1,we,8835360102,0,2,0,0,0,2,0,0,0,0,5,02,2780.6157935,8,2780.6157935,2,0,0,0,2021021253weS:8AM-8PM,,0,04/26/2023
SERGEANT MAJOR,2021021253weS:8AM-8PM,2021112531563620210221,2021,12,3,1,1563620210221003,6,1,we,8835620101,0,1,0,0,0,1,0,0,0,0,5,02,2780.6157935,8,2780.6157935,1,0,0,0,2021021253weS:8AM-8PM,,0,04/26/2023
CHECKERED PUFFER,2021021253weS:8AM-8PM,2021112531563620210221,2021,12,3,1,1563620210221003,6,1,we,8861010202,0,1,0,0,0,1,0,0,0,0,5,02,2780.6157935,8,2780.6157935,1,0,0,0,2021021253weS:8AM-8PM,,0,04/26/2023
,2021021253weS:8AM-8PM,2021112531563620210221,2021,12,3,1,1563620210221004,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,02,2780.6157935,8,2780.6157935,0,0,0,0,2021021253weS:8AM-8PM,,0,04/26/2023
,2021021253weS:8AM-8PM,2021112531563620210221,2021,12,3,1,1563620210221005,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,02,2780.6157935,8,2780.6157935,0,0,0,0,2021021253weS:8AM-8PM,,0,04/26/2023
,2021011253weS:8AM-8PM,2021112531579320210101,2021,12,3,1,1579320210101001,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,49925.807118,8,49925.807118,0,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
,2021011253weS:8AM-8PM,2021112531579320210101,2021,12,3,1,1579320210101002,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,49925.807118,8,49925.807118,0,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
,2021011253weS:8AM-8PM,2021112531579320210101,2021,12,3,1,1579320210101003,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,49925.807118,8,49925.807118,0,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
,2021011253weS:8AM-8PM,2021112531579320210101,2021,12,3,1,1579320210101004,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,49925.807118,8,49925.807118,0,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
,2021011253weS:8AM-8PM,2021112531579320210101,2021,12,3,1,1579320210101005,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,3083.6907567,8,3083.6907567,0,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
,2021011253weS:8AM-8PM,2021112531579320210101,2021,12,3,1,1579320210101006,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,3083.6907567,8,3083.6907567,0,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
,2021011253weS:8AM-8PM,2021112531579320210101,2021,12,3,1,1579320210101007,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,3083.6907567,8,3083.6907567,0,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
,2021011253weS:8AM-8PM,2021112531579320210110,2021,12,3,1,1579320210110001,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,6281.8555355,8,6281.8555355,0,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
CERO,2021011253weS:8AM-8PM,2021112531579320210110,2021,12,3,1,1579320210110002,6,1,we,8850030503,1,0,0,1,0,0,430,0.74,0,0,5,01,6281.8555355,8,6281.8555355,1,0.74,430,1,2021011253weS:8AM-8PM,,0,04/26/2023
SCORPIONFISH FAMILY,2021011253weS:8AM-8PM,2021112531579320210110,2021,12,3,1,1579320210110003,6,1,we,8826010000,0,1,0,0,0,1,0,0,0,0,5,01,6281.8555355,8,6281.8555355,1,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
,2021011253weS:8AM-8PM,2021112531579320210110,2021,12,3,1,1579320210110004,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,6071.3837741,8,6071.3837741,0,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
,2021011253weS:8AM-8PM,2021112531579320210110,2021,12,3,1,1579320210110005,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,6071.3837741,8,6071.3837741,0,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
,2021011253weS:8AM-8PM,2021112531579320210110,2021,12,3,1,1579320210110006,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,6071.3837741,8,6071.3837741,0,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
GREEN MORAY,2021011253weS:8AM-8PM,2021112531579320210110,2021,12,3,1,1579320210110007,6,1,we,8741050401,0,1,0,0,0,1,0,0,0,0,5,01,6071.3837741,8,6071.3837741,1,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
BIGEYE SCAD,2021011253weS:8AM-8PM,2021112531579320210110,2021,12,3,1,1579320210110007,6,1,we,8835280601,0,0,10,0,10,0,0,0,0,0,5,01,6071.3837741,8,6071.3837741,10,0,0,10,2021011253weS:8AM-8PM,,0,04/26/2023
FRENCH GRUNT,2021011253weS:8AM-8PM,2021112531579320210110,2021,12,3,1,1579320210110007,6,1,we,8835400108,0,4,0,0,0,4,0,0,0,0,5,01,6071.3837741,8,6071.3837741,4,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
GRAY SNAPPER,2021011253weS:8AM-8PM,2021112531579320210110,2021,12,3,1,1579320210110008,6,1,we,8835360102,0,3,0,0,0,3,0,0,0,0,5,01,6071.3837741,8,6071.3837741,3,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
LIZARDFISH FAMILY,2021011253weS:8AM-8PM,2021112531579320210110,2021,12,3,1,1579320210110009,6,1,we,8762020000,0,1,0,0,0,1,0,0,0,0,5,01,6071.3837741,8,6071.3837741,1,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
PINFISH,2021011253weS:8AM-8PM,2021112531579320210110,2021,12,3,1,1579320210110010,6,1,we,8835430201,0,1,0,0,0,1,0,0,0,0,5,01,6071.3837741,8,6071.3837741,1,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
LIZARDFISH FAMILY,2021011253weS:8AM-8PM,2021112531579320210110,2021,12,3,1,1579320210110011,6,1,we,8762020000,0,1,0,0,0,1,0,0,0,0,5,01,6071.3837741,8,6071.3837741,1,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
BLUE RUNNER,2021011253weS:8AM-8PM,2021112531579320210110,2021,12,3,1,1579320210110012,6,1,we,8835280306,0,1,0,0,0,1,0,0,0,0,5,01,6071.3837741,8,6071.3837741,1,0,0,0,2021011253weS:8AM-8PM,,0,04/26/2023
,2021021253weS:8AM-8PM,2021112531579320210214,2021,12,3,1,1579320210214001,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,02,2920.0573067,8,2920.0573067,0,0,0,0,2021021253weS:8AM-8PM,,0,04/26/2023
,2021021253weS:8AM-8PM,2021112531579320210214,2021,12,3,1,1579320210214002,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,02,2920.0573067,8,2920.0573067,0,0,0,0,2021021253weS:8AM-8PM,,0,04/26/2023
,2021011273weS:8AM-8PM,2021112731581320210118,2021,12,3,1,1581320210118001,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,01,4034.0030319,8,4034.0030319,0,0,0,0,2021011273weS:8AM-8PM,,0,04/26/2023
,2021011273weS:8AM-8PM,2021112731581320210118,2021,12,3,1,1581320210118002,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,01,4034.0030319,8,4034.0030319,0,0,0,0,2021011273weS:8AM-8PM,,0,04/26/2023
SHEEPSHEAD,2021011273weS:8AM-8PM,2021112731581320210118,2021,12,3,1,1581320210118003,6,1,we,8835430301,1,1,0,1,0,1,295,0.8,0,0,7,01,4034.0030319,8,4034.0030319,2,0.8,295,1,2021011273weS:8AM-8PM,,0,04/26/2023
,2021011273weS:8AM-8PM,2021112731581320210118,2021,12,3,1,1581320210118004,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,01,4034.0030319,8,4034.0030319,0,0,0,0,2021011273weS:8AM-8PM,,0,04/26/2023
,2021011273weS:8AM-8PM,2021112731581320210118,2021,12,3,1,1581320210118005,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,01,4034.0030319,8,4034.0030319,0,0,0,0,2021011273weS:8AM-8PM,,0,04/26/2023
FLORIDA POMPANO,2021011273weS:8AM-8PM,2021112731581320210118,2021,12,3,1,1581320210118006,6,1,we,8835280901,2,1,0,2,0,1,738,2.52,0,0,7,01,4034.0030319,8,4034.0030319,3,2.52,738,2,2021011273weS:8AM-8PM,,0,04/26/2023
FLORIDA POMPANO,2021011273weS:8AM-8PM,2021112731581320210118,2021,12,3,1,1581320210118007,6,1,we,8835280901,1,1,0,1,0,1,311,0.7,0,0,7,01,4034.0030319,8,4034.0030319,2,0.7,311,1,2021011273weS:8AM-8PM,,0,04/26/2023
,2021011273weS:8AM-8PM,2021112731581320210118,2021,12,3,1,1581320210118008,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,01,1557.1429485,8,1557.1429485,0,0,0,0,2021011273weS:8AM-8PM,,0,04/26/2023
,2021011273weS:8AM-8PM,2021112731581320210118,2021,12,3,1,1581320210118009,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,01,1557.1429485,8,1557.1429485,0,0,0,0,2021011273weS:8AM-8PM,,0,04/26/2023
SHEEPSHEAD,2021011273weS:8AM-8PM,2021112731581320210118,2021,12,3,1,1581320210118010,6,1,we,8835430301,1,0,0,1,0,0,305,0.72,0,0,7,01,1557.1429485,8,1557.1429485,1,0.72,305,1,2021011273weS:8AM-8PM,,0,04/26/2023
KINGFISH GENUS,2021011273weS:8AM-8PM,2021112731581320210118,2021,12,3,1,1581320210118011,6,1,we,8835440600,0,7,0,0,0,7,0,0,0,0,7,01,1557.1429485,8,1557.1429485,7,0,0,0,2021011273weS:8AM-8PM,,0,04/26/2023
GULF KINGFISH,2021011273weS:8AM-8PM,2021112731581320210118,2021,12,3,1,1581320210118011,6,1,we,8835440602,28,0,0,28,0,0,9410.5454545,12.930909091,0,0,7,01,1557.1429485,8,1557.1429485,28,12.930909091,9410.5454545,28,2021011273weS:8AM-8PM,,0,04/26/2023
GULF KINGFISH,2021011273weS:8AM-8PM,2021112731581320210118,2021,12,3,1,1581320210118012,6,1,we,8835440602,1,0,0,1,0,0,310,0.34,0,0,7,01,1557.1429485,8,1557.1429485,1,0.34,310,1,2021011273weS:8AM-8PM,,0,04/26/2023
KINGFISH GENUS,2021011273weS:8AM-8PM,2021112731581320210118,2021,12,3,1,1581320210118013,6,1,we,8835440600,0,0,2,0,2,0,0,0,0,0,7,01,1557.1429485,8,1557.1429485,2,0,0,2,2021011273weS:8AM-8PM,,0,04/26/2023
GULF KINGFISH,2021011273weS:8AM-8PM,2021112731581320210118,2021,12,3,1,1581320210118014,6,1,we,8835440602,3,0,0,3,0,0,1062,1.56,0,0,7,01,1557.1429485,8,1557.1429485,3,1.56,1062,3,2021011273weS:8AM-8PM,,0,04/26/2023
KINGFISH GENUS,2021011273weS:8AM-8PM,2021112731581320210118,2021,12,3,1,1581320210118015,6,1,we,8835440600,0,0,10,0,10,0,0,0,0,0,7,01,1557.1429485,8,1557.1429485,10,0,0,10,2021011273weS:8AM-8PM,,0,04/26/2023
GULF KINGFISH,2021011273weS:8AM-8PM,2021112731581320210118,2021,12,3,1,1581320210118016,6,1,we,8835440602,4,0,0,4,0,0,1152,1.28,0,0,7,01,1557.1429485,8,1557.1429485,4,1.28,1152,4,2021011273weS:8AM-8PM,,0,04/26/2023
BLUEFISH,2021011273weS:8AM-8PM,2021112731581320210118,2021,12,3,1,1581320210118017,6,1,we,8835250101,0,2,0,0,0,2,0,0,0,0,7,01,1557.1429485,8,1557.1429485,2,0,0,0,2021011273weS:8AM-8PM,,0,04/26/2023
GRUNT FAMILY,2021011273weS:8AM-8PM,2021112731581320210118,2021,12,3,1,1581320210118017,6,1,we,8835400000,0,2,0,0,0,2,0,0,0,0,7,01,1557.1429485,8,1557.1429485,2,0,0,0,2021011273weS:8AM-8PM,,0,04/26/2023
SHEEPSHEAD,2021011273weS:8AM-8PM,2021112731581320210118,2021,12,3,1,1581320210118018,6,1,we,8835430301,0,1,0,0,0,1,0,0,0,0,7,01,1557.1429485,8,1557.1429485,1,0,0,0,2021011273weS:8AM-8PM,,0,04/26/2023
SPOT,2021011273weS:8AM-8PM,2021112731581320210118,2021,12,3,1,1581320210118018,6,1,we,8835440401,0,0,1,0,1,0,0,0,202,0.12,7,01,1557.1429485,8,1557.1429485,1,0.12,202,1,2021011273weS:8AM-8PM,,0,04/26/2023
KINGFISH GENUS,2021011273weS:8AM-8PM,2021112731581320210118,2021,12,3,1,1581320210118018,6,1,we,8835440600,0,0,5,0,5,0,0,0,0,0,7,01,1557.1429485,8,1557.1429485,5,0,0,5,2021011273weS:8AM-8PM,,0,04/26/2023
KINGFISH GENUS,2021011273weS:8AM-8PM,2021112731581320210118,2021,12,3,1,1581320210118019,6,1,we,8835440600,0,0,2,0,2,0,0,0,0,0,7,01,1557.1429485,8,1557.1429485,2,0,0,2,2021011273weS:8AM-8PM,,0,04/26/2023
BLUEFISH,2021011273weS:8AM-8PM,2021112731581320210118,2021,12,3,1,1581320210118020,6,1,we,8835250101,0,2,0,0,0,2,0,0,0,0,7,01,1557.1429485,8,1557.1429485,2,0,0,0,2021011273weS:8AM-8PM,,0,04/26/2023
KINGFISH GENUS,2021011273weS:8AM-8PM,2021112731581320210118,2021,12,3,1,1581320210118021,6,1,we,8835440600,0,1,0,0,0,1,0,0,0,0,7,01,1557.1429485,8,1557.1429485,1,0,0,0,2021011273weS:8AM-8PM,,0,04/26/2023
KINGFISH GENUS,2021021273weS:8AM-8PM,2021112731581320210205,2021,12,3,1,1581320210205001,6,1,we,8835440600,0,0,2,0,2,0,0,0,0,0,7,02,3013.3940334,8,3013.3940334,2,0,0,2,2021021273weS:8AM-8PM,,0,04/26/2023
,2021021273weS:8AM-8PM,2021112731581320210205,2021,12,3,1,1581320210205002,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,02,3013.3940334,8,3013.3940334,0,0,0,0,2021021273weS:8AM-8PM,,0,04/26/2023
FLORIDA POMPANO,2021021273weS:8AM-8PM,2021112731581320210205,2021,12,3,1,1581320210205003,6,1,we,8835280901,0,2,0,0,0,2,0,0,0,0,7,02,1758.9934083,8,1758.9934083,2,0,0,0,2021021273weS:8AM-8PM,,0,04/26/2023
SHEEPSHEAD,2021021273weS:8AM-8PM,2021112731581320210205,2021,12,3,1,1581320210205003,6,1,we,8835430301,0,3,0,0,0,3,0,0,0,0,7,02,1758.9934083,8,1758.9934083,3,0,0,0,2021021273weS:8AM-8PM,,0,04/26/2023
BLUEFISH,2021021273weS:8AM-8PM,2021112731581320210205,2021,12,3,1,1581320210205004,6,1,we,8835250101,0,1,0,0,0,1,0,0,0,0,7,02,3013.3940334,8,3013.3940334,1,0,0,0,2021021273weS:8AM-8PM,,0,04/26/2023
FLORIDA POMPANO,2021021273weS:8AM-8PM,2021112731581320210205,2021,12,3,1,1581320210205004,6,1,we,8835280901,0,1,0,0,0,1,0,0,0,0,7,02,3013.3940334,8,3013.3940334,1,0,0,0,2021021273weS:8AM-8PM,,0,04/26/2023
SHEEPSHEAD,2021021273weS:8AM-8PM,2021112731581320210205,2021,12,3,1,1581320210205004,6,1,we,8835430301,3,1,0,3,0,1,996,3.07,0,0,7,02,3013.3940334,8,3013.3940334,4,3.07,996,3,2021021273weS:8AM-8PM,,0,04/26/2023
FLORIDA POMPANO,2021021273weS:8AM-8PM,2021112731581320210205,2021,12,3,1,1581320210205005,6,1,we,8835280901,0,0,4,0,4,0,0,0,1530,5.16,7,02,3013.3940334,8,3013.3940334,4,5.16,1530,4,2021021273weS:8AM-8PM,,0,04/26/2023
BLACK MARGATE,2021021273weS:8AM-8PM,2021112731581320210205,2021,12,3,1,1581320210205005,6,1,we,8835400304,0,1,0,0,0,1,0,0,0,0,7,02,3013.3940334,8,3013.3940334,1,0,0,0,2021021273weS:8AM-8PM,,0,04/26/2023
KINGFISH GENUS,2021021273weS:8AM-8PM,2021112731581320210205,2021,12,3,1,1581320210205005,6,1,we,8835440600,0,0,6,0,6,0,0,0,0,0,7,02,3013.3940334,8,3013.3940334,6,0,0,6,2021021273weS:8AM-8PM,,0,04/26/2023
BLACK DRUM,2021021273weS:8AM-8PM,2021112731581320210205,2021,12,3,1,1581320210205006,6,1,we,8835440801,0,1,0,0,0,1,0,0,0,0,7,02,1758.9934083,8,1758.9934083,1,0,0,0,2021021273weS:8AM-8PM,,0,04/26/2023
BLUEFISH,2021021273weS:8AM-8PM,2021112731581320210205,2021,12,3,1,1581320210205007,6,1,we,8835250101,0,2,0,0,0,2,0,0,0,0,7,02,1758.9934083,8,1758.9934083,2,0,0,0,2021021273weS:8AM-8PM,,0,04/26/2023
FLORIDA POMPANO,2021021273weS:8AM-8PM,2021112731581320210205,2021,12,3,1,1581320210205007,6,1,we,8835280901,1,0,0,1,0,0,369,1.26,0,0,7,02,1758.9934083,8,1758.9934083,1,1.26,369,1,2021021273weS:8AM-8PM,,0,04/26/2023
