common,strat_id,psu_id,YEAR,ST,MODE_FX,AREA_X,ID_CODE,SUB_REG,WAVE,kod,SP_CODE,CLAIM,RELEASE,HARVEST,CLAIM_UNADJ,HARVEST_UNADJ,RELEASE_UNADJ,tot_len_a,wgt_a,tot_len_b1,wgt_b1,region,month,tot_cat,wgt_ab1,tot_len,landing,var_id,arx_method,alt_flag,strat_interval,fl_reg,wp_int_precal,wp_catch_precal,wp_int,wp_catch,date_published
WHITE PERCH,201704913weS:8AM-8PM,201729131757820170422,2017,9,3,5,1757820170422006,4,2,we,8835020101,2,0,0,2,0,0,603,1.15,0,0,1,04,2,1.15,603,2,201704913weS:8AM-8PM,,0,,8,1931.8936219,1931.8936219,55738.424811,55738.424811,05/04/2021
STRIPED BASS,201704913weS:8AM-8PM,201729131757820170422,2017,9,3,5,1757820170422006,4,2,we,8835020102,0,1,0,0,0,1,0,0,0,0,1,04,1,0,0,0,201704913weS:8AM-8PM,,0,,8,1931.8936219,1931.8936219,55738.424811,55738.424811,05/04/2021
,201704913weS:8AM-8PM,201729131757820170429,2017,9,3,5,1757820170429001,4,2,we,,0,0,0,0,0,0,0,0,0,0,1,04,0,0,0,0,201704913weS:8AM-8PM,,0,,8,24.631902685,24.631902685,710.67238912,710.67238912,05/04/2021
TAUTOG,201704917weS:8AM-8PM,201729171748920170429,2017,9,7,5,1748920170429001,4,2,we,8839010101,2,6,0,2,0,6,941,2.8,0,0,1,04,8,2.8,941,2,201704917weS:8AM-8PM,,0,,8,0,0,6515.3993131,6515.3993131,05/04/2021
TAUTOG,201704917weS:8AM-8PM,201729171748920170429,2017,9,7,5,1748920170429002,4,2,we,8839010101,0,1,0,0,0,1,0,0,0,0,1,04,1,0,0,0,201704917weS:8AM-8PM,,0,,8,0,0,6353.3292159,6353.3292159,05/04/2021
TAUTOG,201704917weS:8AM-8PM,201729171748920170429,2017,9,7,5,1748920170429003,4,2,we,8839010101,0,1,0,0,0,1,0,0,0,0,1,04,1,0,0,0,201704917weS:8AM-8PM,,0,,8,0,0,6353.3292159,6353.3292159,05/04/2021
,201703917weS:8AM-8PM,201729171757820170326,2017,9,7,5,1757820170326001,4,2,we,,0,0,0,0,0,0,0,0,0,0,1,03,0,0,0,0,201703917weS:8AM-8PM,,0,,8,0,0,128.34705645,128.34705645,05/04/2021
,201703917weS:8AM-8PM,201729171757820170326,2017,9,7,5,1757820170326002,4,2,we,,0,0,0,0,0,0,0,0,0,0,1,03,0,0,0,0,201703917weS:8AM-8PM,,0,,8,0,0,128.34705645,128.34705645,05/04/2021
STRIPED BASS,201703917weS:8AM-8PM,201729171757820170326,2017,9,7,5,1757820170326003,4,2,we,8835020102,0,2,0,0,0,2,0,0,0,0,1,03,2,0,0,0,201703917weS:8AM-8PM,,0,,8,0,0,128.34705645,128.34705645,05/04/2021
,201704917weS:8AM-8PM,201729171757820170409,2017,9,7,5,1757820170409002,4,2,we,,0,0,0,0,0,0,0,0,0,0,1,04,0,0,0,0,201704917weS:8AM-8PM,,0,,8,0,0,2445.1253324,2445.1253324,05/04/2021
,201704917weS:8AM-8PM,201729171757820170422,2017,9,7,5,1757820170422001,4,2,we,,0,0,0,0,0,0,0,0,0,0,1,04,0,0,0,0,201704917weS:8AM-8PM,,0,,8,0,0,19023.530454,19023.530454,05/04/2021
,201704917weS:8AM-8PM,201729171757820170422,2017,9,7,5,1757820170422002,4,2,we,,0,0,0,0,0,0,0,0,0,0,1,04,0,0,0,0,201704917weS:8AM-8PM,,0,,8,0,0,19023.530454,19023.530454,05/04/2021
STRIPED BASS,201704917weS:8AM-8PM,201729171757820170422,2017,9,7,5,1757820170422007,4,2,we,8835020102,0,3,0,0,0,3,0,0,0,0,1,04,3,0,0,0,201704917weS:8AM-8PM,,0,,8,0,0,19023.530454,19023.530454,05/04/2021
,2017042523weS:8AM-8PM,2017225231726620170416,2017,25,3,1,1726620170416001,4,2,we,,0,0,0,0,0,0,0,0,0,0,2,04,0,0,0,0,2017042523weS:8AM-8PM,,0,,8,13239.35431,13239.35431,110718.63109,110718.63109,05/04/2021
,2017042513wdS:8AM-8PM,2017225131684420170427,2017,25,3,5,1684420170427001,4,2,wd,,0,0,0,0,0,0,0,0,0,0,1,04,0,0,0,0,2017042513wdS:8AM-8PM,,0,,8,11947.709987,11947.709987,99916.813421,99916.813421,05/04/2021
,2017042513weS:8AM-8PM,2017225131684420170429,2017,25,3,5,1684420170429001,4,2,we,,0,0,0,0,0,0,0,0,0,0,1,04,0,0,0,0,2017042513weS:8AM-8PM,,0,,8,9616.0612317,9616.0612317,80417.602784,80417.602784,05/04/2021
,2017042533weS:8AM-8PM,2017225331768420170429,2017,25,3,5,1768420170429001,4,2,we,,0,0,0,0,0,0,0,0,0,0,3,04,0,0,0,0,2017042533weS:8AM-8PM,,0,,8,800.99074974,800.99074974,6698.5592535,6698.5592535,05/04/2021
HADDOCK,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415001,4,2,we,8791031301,3.8333333333,0,4,4,4,0,1943.5,5.1609117749,2028,5.3852992434,0,04,7.8333333333,10.546211018,3971.5,7.8333333333,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
ATLANTIC COD,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415002,4,2,we,8791030402,0,6,0,0,0,6,0,0,0,0,0,04,6,0,0,0,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
POLLOCK,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415002,4,2,we,8791030901,0,1,0,0,0,1,0,0,0,0,0,04,1,0,0,0,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
HADDOCK,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415002,4,2,we,8791031301,0,2,0,0,0,2,0,0,0,0,0,04,2,0,0,0,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
ATLANTIC COD,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415003,4,2,we,8791030402,0,4,0,0,0,4,0,0,0,0,0,04,4,0,0,0,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
CUSK,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415003,4,2,we,8791031101,1.9166666667,0,0,2,0,0,1102.0833333,3.8640235086,0,0,0,04,1.9166666667,3.8640235086,1102.0833333,1.9166666667,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
HADDOCK,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415003,4,2,we,8791031301,3.8333333333,5,4,4,4,5,1792.4666667,3.7069858335,1870.4,3.8681591306,0,04,12.833333333,7.575144964,3662.8666667,7.8333333333,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
ATLANTIC WOLFFISH,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415003,4,2,we,8842020103,0,1,0,0,0,1,0,0,0,0,0,04,1,0,0,0,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
HADDOCK,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415004,4,2,we,8791031301,0,0,4,0,4,0,0,0,1989,4.940353194,0,04,4,4.940353194,1989,4,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
HADDOCK,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415005,4,2,we,8791031301,1.9166666667,0,0,2,0,0,917.125,2.007502255,0,0,0,04,1.9166666667,2.007502255,917.125,1.9166666667,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
ATLANTIC COD,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415006,4,2,we,8791030402,0,5,0,0,0,5,0,0,0,0,0,04,5,0,0,0,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
HADDOCK,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415006,4,2,we,8791031301,0,1,2,0,2,1,0,0,795,1.2100828135,0,04,3,1.2100828135,795,2,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
ATLANTIC COD,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415007,4,2,we,8791030402,0,3,0,0,0,3,0,0,0,0,0,04,3,0,0,0,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
ATLANTIC COD,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415008,4,2,we,8791030402,0,10,0,0,0,10,0,0,0,0,0,04,10,0,0,0,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
HADDOCK,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415008,4,2,we,8791031301,0,0,10,0,10,0,0,0,4886,11.122174195,0,04,10,11.122174195,4886,10,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
HADDOCK,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415009,4,2,we,8791031301,0,0,7,0,7,0,0,0,3795.4,10.550089809,0,04,7,10.550089809,3795.4,7,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
ATLANTIC COD,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415010,4,2,we,8791030402,0,11,1,0,1,11,0,0,475,1.131479547,0,04,12,1.131479547,475,1,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
HADDOCK,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415010,4,2,we,8791031301,0,8,0,0,0,8,0,0,0,0,0,04,8,0,0,0,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415011,4,2,we,,0,0,0,0,0,0,0,0,0,0,0,04,0,0,0,0,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
ATLANTIC COD,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415012,4,2,we,8791030402,0,6,0,0,0,6,0,0,0,0,0,04,6,0,0,0,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
CUSK,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415012,4,2,we,8791031101,0.9583333333,0,0,1,0,0,431.25,0.923164151,0,0,0,04,0.9583333333,0.923164151,431.25,0.9583333333,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
HADDOCK,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415012,4,2,we,8791031301,6.7083333333,2,0,7,0,2,3501.75,9.2346331716,0,0,0,04,8.7083333333,9.2346331716,3501.75,6.7083333333,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
HADDOCK,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415013,4,2,we,8791031301,0,0,4,0,4,0,0,0,2245,6.9395296287,0,04,4,6.9395296287,2245,4,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
ATLANTIC COD,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415014,4,2,we,8791030402,0,1,0,0,0,1,0,0,0,0,0,04,1,0,0,0,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
HADDOCK,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415014,4,2,we,8791031301,0,2,0,0,0,2,0,0,0,0,0,04,2,0,0,0,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
ATLANTIC COD,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415015,4,2,we,8791030402,0,3,0,0,0,3,0,0,0,0,0,04,3,0,0,0,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
HADDOCK,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415015,4,2,we,8791031301,3.8333333333,3,0,4,0,3,1978,4.9750296744,0,0,0,04,6.8333333333,4.9750296744,1978,3.8333333333,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
ATLANTIC COD,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415016,4,2,we,8791030402,0,3,0,0,0,3,0,0,0,0,0,04,3,0,0,0,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
HADDOCK,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415016,4,2,we,8791031301,0,1,0,0,0,1,0,0,0,0,0,04,1,0,0,0,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
ATLANTIC COD,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415017,4,2,we,8791030402,0,6,0,0,0,6,0,0,0,0,0,04,6,0,0,0,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
HADDOCK,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415017,4,2,we,8791031301,4.7916666667,0,0,5,0,0,2181.1666667,4.262590757,0,0,0,04,4.7916666667,4.262590757,2181.1666667,4.7916666667,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
ATLANTIC COD,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415018,4,2,we,8791030402,0,4,0,0,0,4,0,0,0,0,0,04,4,0,0,0,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
POLLOCK,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415018,4,2,we,8791030901,0,1,0,0,0,1,0,0,0,0,0,04,1,0,0,0,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
HADDOCK,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415018,4,2,we,8791031301,0,1,0,0,0,1,0,0,0,0,0,04,1,0,0,0,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
ATLANTIC COD,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415019,4,2,we,8791030402,0,4,0,0,0,4,0,0,0,0,0,04,4,0,0,0,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
HADDOCK,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415019,4,2,we,8791031301,0,2,0,0,0,2,0,0,0,0,0,04,2,0,0,0,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
ATLANTIC COD,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415020,4,2,we,8791030402,0,5,0,0,0,5,0,0,0,0,0,04,5,0,0,0,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
HADDOCK,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415020,4,2,we,8791031301,4.7916666667,0,0,5,0,0,2488.7916667,6.4760245007,0,0,0,04,4.7916666667,6.4760245007,2488.7916667,4.7916666667,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
ATLANTIC COD,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415021,4,2,we,8791030402,0,6,0,0,0,6,0,0,0,0,0,04,6,0,0,0,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
HADDOCK,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415021,4,2,we,8791031301,4.7916666667,1,0,5,0,1,2129.4166667,4.0300677069,0,0,0,04,5.7916666667,4.0300677069,2129.4166667,4.7916666667,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415022,4,2,we,,0,0,0,0,0,0,0,0,0,0,0,04,0,0,0,0,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
HADDOCK,2017042504weHEAD-BOAT,2017225041767820170415,2017,25,4,2,1767820170415023,4,2,we,8791031301,4.7916666667,0,0,5,0,0,2155.2916667,4.1679399841,0,0,0,04,4.7916666667,4.1679399841,2155.2916667,4.7916666667,2017042504weHEAD-BOAT,,0,,8,18.068554368,18.068554368,18.068554368,18.068554368,05/04/2021
ATLANTIC COD,2017042504wdHEAD-BOAT,2017225041767820170428,2017,25,4,2,1767820170428001,4,2,wd,8791030402,0,13,0,0,0,13,0,0,0,0,0,04,13,0,0,0,2017042504wdHEAD-BOAT,,0,,8,36.362965666,36.362965666,36.362965666,36.362965666,05/04/2021
POLLOCK,2017042504wdHEAD-BOAT,2017225041767820170428,2017,25,4,2,1767820170428001,4,2,wd,8791030901,0,2,0,0,0,2,0,0,0,0,0,04,2,0,0,0,2017042504wdHEAD-BOAT,,0,,8,36.362965666,36.362965666,36.362965666,36.362965666,05/04/2021
HADDOCK,2017042504wdHEAD-BOAT,2017225041767820170428,2017,25,4,2,1767820170428001,4,2,wd,8791031301,0,7,12,0,12,7,0,0,5956.8,14.410610747,0,04,19,14.410610747,5956.8,12,2017042504wdHEAD-BOAT,,0,,8,36.362965666,36.362965666,36.362965666,36.362965666,05/04/2021
LONGHORN SCULPIN,2017042504wdHEAD-BOAT,2017225041767820170428,2017,25,4,2,1767820170428001,4,2,wd,8831022209,0,3,0,0,0,3,0,0,0,0,0,04,3,0,0,0,2017042504wdHEAD-BOAT,,0,,8,36.362965666,36.362965666,36.362965666,36.362965666,05/04/2021
ATLANTIC COD,2017042504wdHEAD-BOAT,2017225041767820170428,2017,25,4,2,1767820170428002,4,2,wd,8791030402,0,2,0,0,0,2,0,0,0,0,0,04,2,0,0,0,2017042504wdHEAD-BOAT,,0,,8,36.362965666,36.362965666,36.362965666,36.362965666,05/04/2021
POLLOCK,2017042504wdHEAD-BOAT,2017225041767820170428,2017,25,4,2,1767820170428002,4,2,wd,8791030901,0,1,0,0,0,1,0,0,0,0,0,04,1,0,0,0,2017042504wdHEAD-BOAT,,0,,8,36.362965666,36.362965666,36.362965666,36.362965666,05/04/2021
HADDOCK,2017042504wdHEAD-BOAT,2017225041767820170428,2017,25,4,2,1767820170428002,4,2,wd,8791031301,0,2,10,0,10,2,0,0,4484,8.5882597982,0,04,12,8.5882597982,4484,10,2017042504wdHEAD-BOAT,,0,,8,36.362965666,36.362965666,36.362965666,36.362965666,05/04/2021
HADDOCK,2017042504wdHEAD-BOAT,2017225041767820170428,2017,25,4,2,1767820170428003,4,2,wd,8791031301,6.4615384615,2,0,7,0,2,3347.0769231,8.5308593918,0,0,0,04,8.4615384615,8.5308593918,3347.0769231,6.4615384615,2017042504wdHEAD-BOAT,,0,,8,36.362965666,36.362965666,36.362965666,36.362965666,05/04/2021
HADDOCK,2017042504wdHEAD-BOAT,2017225041767820170428,2017,25,4,2,1767820170428004,4,2,wd,8791031301,0,2,0,0,0,2,0,0,0,0,0,04,2,0,0,0,2017042504wdHEAD-BOAT,,0,,8,36.362965666,36.362965666,36.362965666,36.362965666,05/04/2021
ATLANTIC COD,2017042504wdHEAD-BOAT,2017225041767820170428,2017,25,4,2,1767820170428005,4,2,wd,8791030402,0,10,0,0,0,10,0,0,0,0,0,04,10,0,0,0,2017042504wdHEAD-BOAT,,0,,8,36.362965666,36.362965666,36.362965666,36.362965666,05/04/2021
POLLOCK,2017042504wdHEAD-BOAT,2017225041767820170428,2017,25,4,2,1767820170428005,4,2,wd,8791030901,0,2,0,0,0,2,0,0,0,0,0,04,2,0,0,0,2017042504wdHEAD-BOAT,,0,,8,36.362965666,36.362965666,36.362965666,36.362965666,05/04/2021
HADDOCK,2017042504wdHEAD-BOAT,2017225041767820170428,2017,25,4,2,1767820170428005,4,2,wd,8791031301,0,15,15,0,15,15,0,0,7332,16.64416918,0,04,30,16.64416918,7332,15,2017042504wdHEAD-BOAT,,0,,8,36.362965666,36.362965666,36.362965666,36.362965666,05/04/2021
ATLANTIC COD,2017042504wdHEAD-BOAT,2017225041767820170428,2017,25,4,2,1767820170428006,4,2,wd,8791030402,0,9,0,0,0,9,0,0,0,0,0,04,9,0,0,0,2017042504wdHEAD-BOAT,,0,,8,36.362965666,36.362965666,36.362965666,36.362965666,05/04/2021
POLLOCK,2017042504wdHEAD-BOAT,2017225041767820170428,2017,25,4,2,1767820170428006,4,2,wd,8791030901,0,1,0,0,0,1,0,0,0,0,0,04,1,0,0,0,2017042504wdHEAD-BOAT,,0,,8,36.362965666,36.362965666,36.362965666,36.362965666,05/04/2021
HADDOCK,2017042504wdHEAD-BOAT,2017225041767820170428,2017,25,4,2,1767820170428006,4,2,wd,8791031301,0,2,0,0,0,2,0,0,0,0,0,04,2,0,0,0,2017042504wdHEAD-BOAT,,0,,8,36.362965666,36.362965666,36.362965666,36.362965666,05/04/2021
LONGHORN SCULPIN,2017042504wdHEAD-BOAT,2017225041767820170428,2017,25,4,2,1767820170428006,4,2,wd,8831022209,0,2,0,0,0,2,0,0,0,0,0,04,2,0,0,0,2017042504wdHEAD-BOAT,,0,,8,36.362965666,36.362965666,36.362965666,36.362965666,05/04/2021
ATLANTIC COD,2017042504wdHEAD-BOAT,2017225041767820170428,2017,25,4,2,1767820170428007,4,2,wd,8791030402,0,10,0,0,0,10,0,0,0,0,0,04,10,0,0,0,2017042504wdHEAD-BOAT,,0,,8,36.362965666,36.362965666,36.362965666,36.362965666,05/04/2021
